0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
5,4,4,2,5,0.000281866,0,2,"32,16,16,4,8",0,0,-1,-1,-1
4,3,4,2,5,7.59741e-05,1,2,"16,8,16,4,8",0,0,-1,-1,-1
3,2,4,2,5,3.56549e-05,2,2,"8,4,16,4,8",0,0,-1,-1,-1
3,2,4,1,6,2.42708e-05,3,2,"8,4,16,2,12",0,0,-1,-1,-1
3,1,4,1,7,1.80865e-05,4,2,"8,2,16,2,16",0,0,-1,-1,-1
3,1,3,1,8,1.43978e-05,5,2,"8,2,8,2,24",0,1,-1,-1,-1
3,1,3,1,9,1.43415e-05,6,2,"8,2,8,2,32",0,0,-1,-1,-1
3,1,3,1,10,1.38019e-05,7,2,"8,2,8,2,48",0,0,-1,-1,-1
3,1,4,1,11,1.27996e-05,8,2,"8,2,16,2,64",0,1,-1,-1,-1
3,1,4,1,12,1.25117e-05,9,2,"8,2,16,2,96",0,1,-1,-1,-1
3,1,4,1,13,1.20469e-05,10,2,"8,2,16,2,128",1,1,1,1,1
