0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
4,5,2,3,0,0.000906352,0,2,"16,32,4,8,1",0,0,-1,-1,-1
4,4,2,3,1,0.00020507,1,2,"16,16,4,8,2",0,0,-1,-1,-1
4,3,2,3,2,0.000106185,2,2,"16,8,4,8,3",0,0,-1,-1,-1
4,2,2,3,3,6.3839e-05,3,2,"16,4,4,8,4",0,0,-1,-1,-1
4,1,2,3,4,4.21136e-05,4,2,"16,2,4,8,6",0,0,-1,-1,-1
4,1,2,2,5,2.68604e-05,5,2,"16,2,4,4,8",0,0,-1,-1,-1
4,1,2,1,6,1.9732e-05,6,2,"16,2,4,2,12",1,1,0,-1,-1
4,0,3,1,7,1.69085e-05,7,2,"16,1,8,2,16",1,0,-1,-1,-1
4,1,3,1,8,1.64795e-05,8,2,"16,2,8,2,24",0,0,-1,-1,-1
3,1,3,1,9,1.4545e-05,9,2,"8,2,8,2,32",0,0,-1,-1,-1
3,1,3,1,10,1.38862e-05,10,2,"8,2,8,2,48",0,0,-1,-1,-1
3,1,4,1,11,1.28861e-05,11,2,"8,2,16,2,64",0,1,-1,-1,-1
3,1,4,1,12,1.26053e-05,12,2,"8,2,16,2,96",0,1,-1,-1,-1
3,1,4,1,13,1.21599e-05,13,2,"8,2,16,2,128",1,1,1,1,1
