0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
1,7,4,1,6,0.00128667,0,2,"2,128,16,2,12",0,0,-1,-1,-1
1,6,4,0,6,0.000100933,1,2,"2,64,16,1,12",0,0,-1,-1,-1
1,5,4,0,7,4.01198e-05,2,2,"2,32,16,1,16",0,0,-1,-1,-1
1,4,4,0,8,2.53173e-05,3,2,"2,16,16,1,24",0,0,-1,-1,-1
1,3,4,0,9,1.61657e-05,4,2,"2,8,16,1,32",0,0,-1,-1,-1
2,2,4,0,9,1.41803e-05,5,2,"4,4,16,1,32",0,1,-1,-1,-1
2,2,4,0,10,1.39417e-05,6,2,"4,4,16,1,48",0,0,-1,-1,-1
2,2,4,1,11,1.34491e-05,7,2,"4,4,16,2,64",0,0,-1,-1,-1
3,1,4,1,11,1.2954e-05,8,2,"8,2,16,2,64",0,1,-1,-1,-1
3,1,4,1,12,1.25094e-05,9,2,"8,2,16,2,96",0,1,-1,-1,-1
3,1,4,1,13,1.21669e-05,10,2,"8,2,16,2,128",1,1,1,1,1
