0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
1,8,4,1,2,0.00842864,0,2,"2,256,16,2,3",0,0,-1,-1,-1
1,7,4,0,2,0.000225438,1,2,"2,128,16,1,3",0,0,-1,-1,-1
1,6,4,0,3,0.000104635,2,2,"2,64,16,1,4",0,0,-1,-1,-1
1,5,4,0,4,6.10379e-05,3,2,"2,32,16,1,6",0,0,-1,-1,-1
1,4,4,0,5,3.40516e-05,4,2,"2,16,16,1,8",0,0,-1,-1,-1
1,3,4,0,6,2.21964e-05,5,2,"2,8,16,1,12",0,0,-1,-1,-1
1,2,4,0,7,1.78785e-05,6,2,"2,4,16,1,16",0,0,-1,-1,-1
2,2,4,0,8,1.48375e-05,7,2,"4,4,16,1,24",0,0,-1,-1,-1
2,2,4,0,9,1.40788e-05,8,2,"4,4,16,1,32",0,1,-1,-1,-1
2,2,4,0,10,1.39755e-05,9,2,"4,4,16,1,48",0,0,-1,-1,-1
2,2,4,1,11,1.34686e-05,10,2,"4,4,16,2,64",0,0,-1,-1,-1
3,1,4,1,11,1.28944e-05,11,2,"8,2,16,2,64",0,1,-1,-1,-1
3,1,4,1,12,1.25973e-05,12,2,"8,2,16,2,96",0,1,-1,-1,-1
3,1,4,1,13,1.21613e-05,13,2,"8,2,16,2,128",1,1,1,1,1
