0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
4,5,3,2,4,0.000193311,0,2,"16,32,8,4,6",0,0,-1,-1,-1
4,4,3,2,5,8.21783e-05,1,2,"16,16,8,4,8",0,0,-1,-1,-1
3,3,3,2,5,4.65894e-05,2,2,"8,8,8,4,8",0,0,-1,-1,-1
3,2,3,2,6,2.66828e-05,3,2,"8,4,8,4,12",0,0,-1,-1,-1
3,1,3,2,7,1.85676e-05,4,2,"8,2,8,4,16",0,0,-1,-1,-1
3,1,3,1,8,1.46245e-05,5,2,"8,2,8,2,24",0,1,-1,-1,-1
3,1,3,1,9,1.44714e-05,6,2,"8,2,8,2,32",0,0,-1,-1,-1
3,1,3,1,10,1.39248e-05,7,2,"8,2,8,2,48",0,0,-1,-1,-1
3,1,4,1,11,1.29148e-05,8,2,"8,2,16,2,64",0,1,-1,-1,-1
3,1,4,1,12,1.26304e-05,9,2,"8,2,16,2,96",0,0,-1,-1,-1
3,1,4,1,13,1.21533e-05,10,2,"8,2,16,2,128",1,1,1,1,1
