0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
4,3,1,5,4,0.000830302,0,2,"16,8,2,32,6",0,0,-1,-1,-1
4,2,1,4,4,7.93507e-05,1,2,"16,4,2,16,6",0,0,-1,-1,-1
4,1,1,3,4,3.81019e-05,2,2,"16,2,2,8,6",0,0,-1,-1,-1
4,0,1,3,5,2.64729e-05,3,2,"16,1,2,8,8",0,0,-1,-1,-1
4,0,1,2,6,2.02563e-05,4,2,"16,1,2,4,12",0,0,-1,-1,-1
4,0,2,2,7,1.74714e-05,5,2,"16,1,4,4,16",0,0,-1,-1,-1
4,0,2,2,8,1.527e-05,6,2,"16,1,4,4,24",1,1,1,0,-1
3,1,3,1,8,1.46502e-05,7,2,"8,2,8,2,24",0,1,-1,-1,-1
3,1,3,1,9,1.4534e-05,8,2,"8,2,8,2,32",0,0,-1,-1,-1
3,1,3,1,10,1.39299e-05,9,2,"8,2,8,2,48",0,0,-1,-1,-1
3,1,4,1,11,1.30201e-05,10,2,"8,2,16,2,64",0,1,-1,-1,-1
3,1,4,1,12,1.25976e-05,11,2,"8,2,16,2,96",0,1,-1,-1,-1
3,1,4,1,13,1.21324e-05,12,2,"8,2,16,2,128",1,1,1,1,1
