0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
5,4,3,3,7,0.000229168,0,2,"32,16,8,8,16",0,0,-1,-1,-1
4,4,3,2,7,7.08752e-05,1,2,"16,16,8,4,16",0,0,-1,-1,-1
3,3,3,2,7,3.73575e-05,2,2,"8,8,8,4,16",0,0,-1,-1,-1
3,2,3,1,7,1.89362e-05,3,2,"8,4,8,2,16",0,0,-1,-1,-1
3,1,3,1,8,1.4611e-05,4,2,"8,2,8,2,24",0,1,-1,-1,-1
3,1,3,1,9,1.44791e-05,5,2,"8,2,8,2,32",0,0,-1,-1,-1
3,1,3,1,10,1.39053e-05,6,2,"8,2,8,2,48",0,0,-1,-1,-1
3,1,4,1,11,1.29147e-05,7,2,"8,2,16,2,64",0,1,-1,-1,-1
3,1,4,1,12,1.25775e-05,8,2,"8,2,16,2,96",0,1,-1,-1,-1
3,1,4,1,13,1.21878e-05,9,2,"8,2,16,2,128",1,1,1,1,1
