0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
1,7,6,0,6,0.00073173,0,2,"2,128,64,1,12",0,0,-1,-1,-1
1,6,5,0,6,8.57146e-05,1,2,"2,64,32,1,12",0,0,-1,-1,-1
0,5,5,0,6,3.97294e-05,2,2,"1,32,32,1,12",0,0,-1,-1,-1
0,4,5,0,7,2.49282e-05,3,2,"1,16,32,1,16",0,0,-1,-1,-1
0,3,5,0,8,1.83963e-05,4,2,"1,8,32,1,24",0,0,-1,-1,-1
0,2,5,0,9,1.66766e-05,5,2,"1,4,32,1,32",0,0,-1,-1,-1
1,2,4,0,9,1.49882e-05,6,2,"2,4,16,1,32",0,0,-1,-1,-1
2,2,4,0,10,1.39762e-05,7,2,"4,4,16,1,48",0,0,-1,-1,-1
2,2,4,1,11,1.34626e-05,8,2,"4,4,16,2,64",0,0,-1,-1,-1
3,1,4,1,11,1.29607e-05,9,2,"8,2,16,2,64",0,1,-1,-1,-1
3,1,4,1,12,1.25359e-05,10,2,"8,2,16,2,96",0,1,-1,-1,-1
3,1,4,1,13,1.21727e-05,11,2,"8,2,16,2,128",1,1,1,1,1
