0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
5,4,2,4,5,0.0010462,0,2,"32,16,4,16,8",0,0,-1,-1,-1
5,3,2,3,5,9.89787e-05,1,2,"32,8,4,8,8",0,0,-1,-1,-1
4,2,2,3,5,5.04598e-05,2,2,"16,4,4,8,8",0,0,-1,-1,-1
4,1,2,2,5,2.69304e-05,3,2,"16,2,4,4,8",0,0,-1,-1,-1
4,1,2,1,6,1.97573e-05,4,2,"16,2,4,2,12",1,1,0,-1,-1
4,0,3,1,7,1.6894e-05,5,2,"16,1,8,2,16",1,0,-1,-1,-1
4,1,3,1,8,1.6522e-05,6,2,"16,2,8,2,24",0,0,-1,-1,-1
3,1,3,1,9,1.45512e-05,7,2,"8,2,8,2,32",0,0,-1,-1,-1
3,1,3,1,10,1.39253e-05,8,2,"8,2,8,2,48",0,0,-1,-1,-1
3,1,4,1,11,1.29218e-05,9,2,"8,2,16,2,64",0,1,-1,-1,-1
3,1,4,1,12,1.26325e-05,10,2,"8,2,16,2,96",0,1,-1,-1,-1
3,1,4,1,13,1.21892e-05,11,2,"8,2,16,2,128",1,1,1,1,1
