0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
4,5,3,2,1,0.000298727,0,2,"16,32,8,4,2",0,0,-1,-1,-1
3,4,3,2,1,0.000130089,1,2,"8,16,8,4,2",0,0,-1,-1,-1
3,3,3,2,2,8.71669e-05,2,2,"8,8,8,4,3",0,0,-1,-1,-1
3,2,3,2,3,4.94704e-05,3,2,"8,4,8,4,4",0,0,-1,-1,-1
3,1,3,1,3,2.63418e-05,4,2,"8,2,8,2,4",0,0,-1,-1,-1
2,0,3,1,3,2.39392e-05,5,2,"4,1,8,2,4",0,1,-1,-1,-1
2,0,4,1,3,2.35839e-05,6,2,"4,1,16,2,4",1,1,1,0,-1
2,1,3,0,4,2.34479e-05,7,2,"4,2,8,1,6",0,0,-1,-1,-1
2,1,4,0,5,1.99571e-05,8,2,"4,2,16,1,8",1,1,0,-1,-1
3,0,4,1,5,1.95324e-05,9,2,"8,1,16,2,8",0,1,-1,-1,-1
3,0,3,1,5,1.95306e-05,10,2,"8,1,8,2,8",1,1,1,1,1
