0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
7,2,1,3,3,0.000191436,0,2,"128,4,2,8,4",0,0,-1,-1,-1
6,1,1,3,3,6.85699e-05,1,2,"64,2,2,8,4",0,0,-1,-1,-1
6,0,1,2,3,3.4611e-05,2,2,"64,1,2,4,4",0,0,-1,-1,-1
5,0,1,2,3,2.87178e-05,3,2,"32,1,2,4,4",1,0,-1,-1,-1
4,0,2,2,3,2.73986e-05,4,2,"16,1,4,4,4",0,0,-1,-1,-1
4,0,3,1,3,2.48282e-05,5,2,"16,1,8,2,4",0,0,-1,-1,-1
4,0,3,1,4,2.36486e-05,6,2,"16,1,8,2,6",0,0,-1,-1,-1
4,0,3,1,5,1.94626e-05,7,2,"16,1,8,2,8",0,1,-1,-1,-1
3,0,3,1,5,1.94202e-05,8,2,"8,1,8,2,8",0,1,-1,-1,-1
3,0,4,1,5,1.94179e-05,9,2,"8,1,16,2,8",1,1,1,1,1
