0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
5,4,2,4,3,0.00118943,0,2,"32,16,4,16,4",0,0,-1,-1,-1
5,3,2,3,3,0.000128133,1,2,"32,8,4,8,4",0,0,-1,-1,-1
4,2,2,3,3,6.39587e-05,2,2,"16,4,4,8,4",0,0,-1,-1,-1
4,1,2,3,4,4.21682e-05,3,2,"16,2,4,8,6",0,0,-1,-1,-1
4,1,2,2,5,2.69307e-05,4,2,"16,2,4,4,8",0,0,-1,-1,-1
4,1,2,1,6,1.971e-05,5,2,"16,2,4,2,12",1,1,0,-1,-1
4,0,3,1,7,1.68539e-05,6,2,"16,1,8,2,16",1,0,-1,-1,-1
4,1,3,1,8,1.65583e-05,7,2,"16,2,8,2,24",0,0,-1,-1,-1
3,1,3,1,9,1.45415e-05,8,2,"8,2,8,2,32",0,0,-1,-1,-1
3,1,3,1,10,1.3927e-05,9,2,"8,2,8,2,48",0,0,-1,-1,-1
3,1,4,1,11,1.29618e-05,10,2,"8,2,16,2,64",0,1,-1,-1,-1
3,1,4,1,12,1.26228e-05,11,2,"8,2,16,2,96",0,0,-1,-1,-1
3,1,4,1,13,1.2155e-05,12,2,"8,2,16,2,128",1,1,1,1,1
