0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
1,7,6,0,3,0.000918576,0,2,"2,128,64,1,4",0,0,-1,-1,-1
1,6,6,0,4,0.000118239,1,2,"2,64,64,1,6",0,0,-1,-1,-1
0,5,6,0,4,6.57157e-05,2,2,"1,32,64,1,6",0,0,-1,-1,-1
0,4,6,0,5,3.76003e-05,3,2,"1,16,64,1,8",0,0,-1,-1,-1
0,3,6,0,6,2.52126e-05,4,2,"1,8,64,1,12",0,0,-1,-1,-1
0,3,5,0,7,2.02557e-05,5,2,"1,8,32,1,16",0,0,-1,-1,-1
1,3,5,0,8,1.83677e-05,6,2,"2,8,32,1,24",0,0,-1,-1,-1
1,2,5,0,9,1.58442e-05,7,2,"2,4,32,1,32",0,0,-1,-1,-1
2,2,4,0,9,1.41847e-05,8,2,"4,4,16,1,32",0,1,-1,-1,-1
2,2,4,0,10,1.40533e-05,9,2,"4,4,16,1,48",0,0,-1,-1,-1
2,2,4,1,11,1.34041e-05,10,2,"4,4,16,2,64",0,0,-1,-1,-1
3,1,4,1,11,1.29607e-05,11,2,"8,2,16,2,64",0,1,-1,-1,-1
3,1,4,1,12,1.25616e-05,12,2,"8,2,16,2,96",0,1,-1,-1,-1
3,1,4,1,13,1.21495e-05,13,2,"8,2,16,2,128",1,1,1,1,1
