0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
2,7,3,3,3,0.00860866,0,2,"4,128,8,8,4",0,0,-1,-1,-1
2,6,3,2,3,0.000477302,1,2,"4,64,8,4,4",0,0,-1,-1,-1
2,5,3,1,3,9.60143e-05,2,2,"4,32,8,2,4",0,0,-1,-1,-1
2,4,3,1,4,5.65278e-05,3,2,"4,16,8,2,6",0,0,-1,-1,-1
2,3,3,1,5,3.25795e-05,4,2,"4,8,8,2,8",0,0,-1,-1,-1
2,2,3,1,6,2.09136e-05,5,2,"4,4,8,2,12",0,0,-1,-1,-1
2,1,3,1,7,1.80203e-05,6,2,"4,2,8,2,16",0,0,-1,-1,-1
3,1,3,1,8,1.46175e-05,7,2,"8,2,8,2,24",0,1,-1,-1,-1
3,1,3,1,9,1.45188e-05,8,2,"8,2,8,2,32",0,0,-1,-1,-1
3,1,3,1,10,1.38679e-05,9,2,"8,2,8,2,48",0,0,-1,-1,-1
3,1,4,1,11,1.29649e-05,10,2,"8,2,16,2,64",0,1,-1,-1,-1
3,1,4,1,12,1.25845e-05,11,2,"8,2,16,2,96",0,1,-1,-1,-1
3,1,4,1,13,1.21695e-05,12,2,"8,2,16,2,128",1,1,1,1,1
