index,exe_time,tile_sizes,mark,age
0,0.000763895,"32,8,1,32,1",2,0
1,0.000543569,"32,8,1,32,2",2,0
2,0.000668737,"32,8,2,32,1",2,0
3,0.000357562,"32,8,1,16,1",2,0
4,0.000856579,"64,8,1,32,1",2,0
5,0.000263728,"32,4,1,32,1",2,0
6,0.00480094,"32,16,1,32,1",2,0
7,0.000526905,"32,8,2,32,2",2,0
8,0.00025126,"32,8,1,16,2",2,0
9,0.000306842,"32,8,2,16,1",2,0
10,0.000626163,"64,8,1,32,2",2,0
11,0.000530683,"16,8,2,32,1",2,0
12,0.000999866,"64,8,2,32,1",2,0
13,0.000459265,"64,8,1,16,1",2,0
14,0.000187338,"32,4,1,32,2",2,0
15,0.00410432,"32,16,1,32,2",2,0
16,0.000256703,"32,4,2,32,1",2,0
17,0.00379219,"32,16,2,32,1",2,0
18,0.000224147,"32,4,1,16,1",2,0
19,0.000887465,"32,16,1,16,1",2,0
20,0.000307708,"64,4,1,32,1",2,0
21,0.000187338,"32,4,1,32,2",2,1
22,0.000263752,"32,4,1,32,1",2,1
23,0.000161718,"32,4,1,32,3",2,1
24,0.000194667,"32,4,2,32,2",2,1
25,0.000148918,"32,4,1,16,2",2,1
26,0.000228861,"64,4,1,32,2",2,1
27,0.000118483,"32,2,1,32,2",2,1
28,0.000543618,"32,8,1,32,2",2,1
29,0.000256772,"32,4,2,32,1",2,1
30,0.00018211,"32,4,2,32,3",2,1
31,0.000224305,"32,4,1,16,1",2,1
32,0.000119379,"32,4,1,16,3",2,1
33,0.000134255,"32,4,2,16,2",2,1
34,0.000307777,"64,4,1,32,1",2,1
35,0.00020579,"64,4,1,32,3",2,1
36,0.000178936,"16,4,2,32,2",2,1
37,0.000231928,"64,4,2,32,2",2,1
38,0.000173298,"64,4,1,16,2",2,1
39,0.000193751,"32,2,1,32,1",2,1
40,0.000104518,"32,2,1,32,3",2,1
41,0.000751177,"32,8,1,32,3",2,1
42,0.000143804,"32,2,2,32,2",2,1
43,0.000529622,"32,8,2,32,2",2,1
44,0.000104698,"32,2,1,16,2",2,1
45,0.000251348,"32,8,1,16,2",2,1
46,0.000143782,"64,2,1,32,2",2,1
47,0.000624488,"64,8,1,32,2",2,1
48,0.000104518,"32,2,1,32,3",2,2
49,0.000118446,"32,2,1,32,2",2,2
50,9.49441e-05,"32,2,1,32,4",2,2
51,0.000118702,"32,2,2,32,3",2,2
52,7.78689e-05,"32,2,1,16,3",2,2
53,0.000113141,"64,2,1,32,3",2,2
54,7.66014e-05,"32,1,1,32,3",2,2
55,0.000161709,"32,4,1,32,3",2,2
56,0.000143781,"32,2,2,32,2",2,2
57,0.000108012,"32,2,2,32,4",2,2
58,0.000104692,"32,2,1,16,2",2,2
59,6.44708e-05,"32,2,1,16,4",2,2
60,8.88469e-05,"32,2,2,16,3",2,2
61,0.000143708,"64,2,1,32,2",2,2
62,0.000103933,"64,2,1,32,4",2,2
63,9.64012e-05,"16,2,2,32,3",2,2
64,0.000138938,"64,2,2,32,3",2,2
65,9.53561e-05,"64,2,1,16,3",2,2
66,9.70522e-05,"32,1,1,32,2",2,2
67,6.20375e-05,"32,1,1,32,4",2,2
68,0.000160654,"32,4,1,32,4",2,2
69,9.12479e-05,"32,1,2,32,3",2,2
70,0.000182125,"32,4,2,32,3",2,2
71,6.67482e-05,"32,1,1,16,3",2,2
72,0.000119321,"32,4,1,16,3",2,2
73,9.79926e-05,"64,1,1,32,3",2,2
74,0.000205723,"64,4,1,32,3",2,2
75,6.20375e-05,"32,1,1,32,4",2,3
76,7.66138e-05,"32,1,1,32,3",2,3
77,5.22727e-05,"32,1,1,32,6",2,3
78,8.31076e-05,"32,1,2,32,4",2,3
79,5.06317e-05,"32,1,1,16,4",2,3
80,7.50745e-05,"64,1,1,32,4",2,3
81,9.50231e-05,"32,2,1,32,4",2,3
82,9.12693e-05,"32,1,2,32,3",2,3
83,7.51745e-05,"32,1,2,32,6",2,3
84,6.67557e-05,"32,1,1,16,3",2,3
85,4.26566e-05,"32,1,1,16,6",2,3
86,5.18091e-05,"32,1,2,16,4",2,3
87,9.80682e-05,"64,1,1,32,3",2,3
88,6.93776e-05,"64,1,1,32,6",2,3
89,6.58132e-05,"16,1,2,32,4",2,3
90,0.00010141,"64,1,2,32,4",2,3
91,5.81305e-05,"64,1,1,16,4",2,3
92,7.86147e-05,"32,2,1,32,6",2,3
93,0.00010807,"32,2,2,32,4",2,3
94,6.44856e-05,"32,2,1,16,4",2,3
95,0.000103982,"64,2,1,32,4",2,3
96,4.26566e-05,"32,1,1,16,6",2,4
97,5.05623e-05,"32,1,1,16,4",2,4
98,3.50549e-05,"32,1,1,16,8",2,4
99,4.31497e-05,"32,1,2,16,6",2,4
100,3.62702e-05,"32,1,1,8,6",2,4
101,4.59568e-05,"64,1,1,16,6",2,4
102,5.41148e-05,"32,2,1,16,6",2,4
103,5.17497e-05,"32,1,2,16,4",2,4
104,3.46983e-05,"32,1,2,16,8",2,4
105,4.88975e-05,"32,1,1,8,4",2,4
106,2.89361e-05,"32,1,1,8,8",2,4
107,3.80074e-05,"32,1,2,8,6",2,4
108,5.81432e-05,"64,1,1,16,4",2,4
109,3.7765e-05,"64,1,1,16,8",2,4
110,3.9533e-05,"16,1,2,16,6",2,4
111,5.66439e-05,"64,1,2,16,6",2,4
112,3.98372e-05,"64,1,1,8,6",2,4
113,6.44984e-05,"32,2,1,16,4",2,4
114,4.95399e-05,"32,2,1,16,8",2,4
115,5.53452e-05,"32,2,2,16,6",2,4
116,4.40668e-05,"32,2,1,8,6",2,4
117,6.72766e-05,"64,2,1,16,6",2,4
118,2.89361e-05,"32,1,1,8,8",2,5
119,3.6228e-05,"32,1,1,8,6",2,5
120,2.39245e-05,"32,1,1,8,12",2,5
121,2.73581e-05,"32,1,2,8,8",2,5
122,3.08249e-05,"32,1,1,4,8",2,5
123,3.32503e-05,"64,1,1,8,8",2,5
124,3.97803e-05,"32,2,1,8,8",2,5
125,3.82546e-05,"32,1,2,8,6",2,5
126,2.31849e-05,"32,1,2,8,12",2,5
127,3.67247e-05,"32,1,1,4,6",2,5
128,2.43209e-05,"32,1,1,4,12",2,5
