0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
1,6,5,1,6,0.000160081,0,2,"2,64,32,2,12",0,0,-1,-1,-1
1,5,5,0,6,4.82474e-05,1,2,"2,32,32,1,12",0,0,-1,-1,-1
1,4,4,0,6,2.92956e-05,2,2,"2,16,16,1,12",0,0,-1,-1,-1
1,3,4,0,7,1.95218e-05,3,2,"2,8,16,1,16",0,0,-1,-1,-1
2,2,4,0,7,1.65878e-05,4,2,"4,4,16,1,16",0,0,-1,-1,-1
2,2,4,0,8,1.47546e-05,5,2,"4,4,16,1,24",0,0,-1,-1,-1
2,2,4,0,9,1.40699e-05,6,2,"4,4,16,1,32",0,1,-1,-1,-1
2,2,4,0,10,1.39801e-05,7,2,"4,4,16,1,48",0,0,-1,-1,-1
2,2,4,1,11,1.34681e-05,8,2,"4,4,16,2,64",0,0,-1,-1,-1
3,1,4,1,11,1.29681e-05,9,2,"8,2,16,2,64",0,1,-1,-1,-1
3,1,4,1,12,1.25279e-05,10,2,"8,2,16,2,96",0,1,-1,-1,-1
3,1,4,1,13,1.21738e-05,11,2,"8,2,16,2,128",1,1,1,1,1
