4,3,6,9,8,0.00419924,0
4,3,6,9,7,0.00385361,0
4,3,6,9,9,1e+10,0
4,3,5,9,8,0.00305742,0
4,3,8,9,8,1e+10,0
3,3,6,9,8,0.00303355,0
5,3,6,9,8,1e+10,0
4,2,6,9,8,0.00269378,0
4,4,6,9,8,1e+10,0
4,3,5,9,7,0.00295249,0
4,3,5,9,9,0.00298795,0
4,3,8,9,7,1e+10,0
4,3,8,9,9,1e+10,0
4,3,5,8,8,0.000995497,0
4,3,5,10,8,0.00970667,0
3,3,6,9,7,0.00384077,0
3,3,6,9,9,1e+10,0
5,3,6,9,7,0.0142175,0
5,3,6,9,9,1e+10,0
3,3,5,9,8,0.00300586,0
3,3,8,9,8,1e+10,0
5,3,5,9,8,0.00478855,0
5,3,8,9,8,1e+10,0
4,2,6,9,7,0.00282473,0
4,2,6,9,9,1e+10,0
4,4,6,9,7,0.0231178,0
4,4,6,9,9,1e+10,0
4,2,5,9,8,0.00186406,0
4,2,8,9,8,1e+10,0
4,4,5,9,8,0.0171825,0
4,4,8,9,8,1e+10,0
3,2,6,9,8,0.00142895,0
5,2,6,9,8,0.00520999,0
3,4,6,9,8,0.0132153,0
5,4,6,9,8,1e+10,0
4,3,5,8,8,0.000995497,1
4,3,5,8,7,0.000897417,1
4,3,5,8,9,0.000923271,1
4,3,5,7,8,0.000871763,1
4,3,5,9,8,0.00305587,1
3,3,5,8,8,0.000826897,1
5,3,5,8,8,0.00136299,1
4,2,5,8,8,0.000467834,1
4,4,5,8,8,0.00841712,1
4,3,5,7,7,0.00064486,1
4,3,5,7,9,0.00083846,1
4,3,5,9,7,0.00297042,1
4,3,5,9,9,0.00300762,1
3,3,5,8,7,0.000800411,1
3,3,5,8,9,0.000794725,1
5,3,5,8,7,0.00145734,1
5,3,5,8,9,1e+10,1
3,3,5,7,8,0.000872988,1
3,3,5,9,8,0.00302365,1
5,3,5,7,8,0.00143293,1
5,3,5,9,8,0.00482732,1
4,2,5,8,7,0.000493591,1
4,2,5,8,9,0.000477621,1
4,4,5,8,7,0.00813767,1
4,4,5,8,9,1e+10,1
4,2,5,7,8,0.000556158,1
4,2,5,9,8,0.00187813,1
4,4,5,7,8,0.00238939,1
4,4,5,9,8,0.0174867,1
3,2,5,8,8,0.00036454,1
5,2,5,8,8,0.00082082,1
3,4,5,8,8,0.00753186,1
5,4,5,8,8,1e+10,1
3,2,5,8,8,0.00036454,2
3,2,5,8,7,0.000483561,2
3,2,5,8,9,0.000373406,2
3,2,5,7,8,0.000515491,2
3,2,5,9,8,0.00103104,2
2,2,5,8,8,0.00047739,2
4,2,5,8,8,0.000470469,2
3,1,5,8,8,0.000392581,2
3,3,5,8,8,0.00083372,2
3,2,5,7,7,0.000495062,2
3,2,5,7,9,0.000508747,2
3,2,5,9,7,0.00117845,2
3,2,5,9,9,0.00121457,2
2,2,5,8,7,0.000401273,2
2,2,5,8,9,0.000414788,2
4,2,5,8,7,0.00049361,2
4,2,5,8,9,0.000477328,2
2,2,5,7,8,0.000405247,2
2,2,5,9,8,0.00104417,2
4,2,5,7,8,0.00055571,2
4,2,5,9,8,0.00187804,2
3,1,5,8,7,0.000421134,2
3,1,5,8,9,0.000402736,2
3,3,5,8,7,0.000799193,2
3,3,5,8,9,0.000795577,2
3,1,5,7,8,0.000711746,2
3,1,5,9,8,0.00174095,2
3,3,5,7,8,0.00087282,2
3,3,5,9,8,0.00302953,2
2,1,5,8,8,0.00045596,2
4,1,5,8,8,0.000432186,2
2,3,5,8,8,0.000844938,2
3,2,5,8,8,0.00036454,2
2,2,5,7,7,0.000520343,2
2,2,5,7,9,0.000414319,2
2,2,5,9,7,0.0010766,2
2,2,5,9,9,0.00123289,2
4,2,5,7,7,0.000570124,2
4,2,5,7,9,0.000541198,2
4,2,5,9,7,0.00188093,2
4,2,5,9,9,0.00187608,2
3,1,5,7,7,0.000717134,2
3,1,5,7,9,0.000712564,2
3,1,5,9,7,0.00175251,2
3,1,5,9,9,0.0017319,2
3,3,5,7,7,0.000469081,2
3,3,5,7,9,0.000670205,2
3,3,5,9,7,0.00289581,2
3,3,5,9,9,0.00295439,2
2,1,5,8,7,0.00045451,2
2,1,5,8,9,0.000637252,2
4,1,5,8,7,0.000459732,2
4,1,5,8,9,0.000457171,2
2,3,5,8,7,0.000855255,2
2,3,5,8,9,0.000825048,2
4,3,5,8,7,0.000904302,2
4,3,5,8,9,0.000930327,2
2,1,5,7,8,0.000695205,2
2,1,5,9,8,0.00142794,2
4,1,5,7,8,0.000908975,2
4,1,5,9,8,0.00180408,2
2,3,5,7,8,0.000711313,2
2,3,5,9,8,0.0036895,2
4,3,5,7,8,0.000878623,2
4,3,5,9,8,0.00311079,2
3,2,5,8,8,0.00036454,2
2,1,5,7,7,0.000711904,2
2,1,5,7,9,0.000701595,2
2,1,5,9,7,0.00138438,2
2,1,5,9,9,0.00201723,2
4,1,5,7,7,0.00089604,2
4,1,5,7,9,0.000912128,2
4,1,5,9,7,0.00183204,2
4,1,5,9,9,0.00179796,2
2,3,5,7,7,0.000482812,2
2,3,5,7,9,0.000688526,2
2,3,5,9,7,0.00350397,2
2,3,5,9,9,0.00352986,2
4,3,5,7,7,0.000639808,2
4,3,5,7,9,0.000832814,2
4,3,5,9,7,0.00295205,2
4,3,5,9,9,0.00298849,2
3,2,5,8,8,0.00036454,2
