0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
2,2,7,6,0,0.00130701,0,2,"4,4,16,12,1",0,0,-1,-1,-1
2,1,7,5,0,0.000639112,1,2,"4,2,16,8,1",0,1,-1,-1,-1
2,1,7,5,1,0.000624165,2,2,"4,2,16,8,2",0,0,-1,-1,-1
2,1,7,5,2,0.000482907,3,2,"4,2,16,8,3",0,0,-1,-1,-1
2,2,7,5,3,0.000409658,4,2,"4,4,16,8,4",0,0,-1,-1,-1
2,2,7,4,4,0.00031722,5,2,"4,4,16,6,6",0,0,-1,-1,-1
2,2,7,3,5,0.000237739,6,2,"4,4,16,4,8",1,1,0,-1,-1
2,3,8,3,6,0.000225342,7,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,8,3,7,0.000219671,8,2,"4,8,24,4,16",0,0,-1,-1,-1
2,3,8,3,8,0.000210082,9,2,"4,8,24,4,24",0,0,-1,-1,-1
2,3,8,3,9,0.000205063,10,2,"4,8,24,4,32",1,1,0,-1,-1
2,3,7,4,10,0.000202731,11,2,"4,8,16,6,48",1,1,1,1,1
