0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
1,8,8,7,3,0.121005,0,2,"2,256,24,16,4",0,0,-1,-1,-1
1,7,7,7,3,0.0541374,1,2,"2,128,16,16,4",0,0,-1,-1,-1
1,6,7,6,3,0.0221427,2,2,"2,64,16,12,4",0,0,-1,-1,-1
1,5,7,5,3,0.00158423,3,2,"2,32,16,8,4",0,0,-1,-1,-1
1,4,7,5,4,0.000519882,4,2,"2,16,16,8,6",0,0,-1,-1,-1
1,3,7,4,4,0.000352414,5,2,"2,8,16,6,6",0,0,-1,-1,-1
1,3,7,3,5,0.000266622,6,2,"2,8,16,4,8",0,0,-1,-1,-1
2,2,7,3,5,0.000233546,7,2,"4,4,16,4,8",1,1,0,-1,-1
2,3,8,3,6,0.000224738,8,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,8,3,7,0.000218388,9,2,"4,8,24,4,16",0,0,-1,-1,-1
2,3,8,3,8,0.000209426,10,2,"4,8,24,4,24",0,0,-1,-1,-1
2,3,8,3,9,0.000204243,11,2,"4,8,24,4,32",1,1,0,-1,-1
2,3,7,4,10,0.000203183,12,2,"4,8,16,6,48",1,1,1,1,1
