0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
0,6,10,5,4,0.0160135,0,2,"1,64,48,8,6",0,0,-1,-1,-1
0,5,10,5,3,0.00160669,1,2,"1,32,48,8,4",0,0,-1,-1,-1
0,4,10,5,4,0.000580444,2,2,"1,16,48,8,6",0,0,-1,-1,-1
1,3,10,5,4,0.000428909,3,2,"2,8,48,8,6",0,0,-1,-1,-1
1,3,9,4,4,0.000354297,4,2,"2,8,32,6,6",0,0,-1,-1,-1
1,3,9,3,5,0.000285549,5,2,"2,8,32,4,8",0,0,-1,-1,-1
2,3,9,3,6,0.000254456,6,2,"4,8,32,4,12",0,0,-1,-1,-1
2,3,8,3,7,0.000219434,7,2,"4,8,24,4,16",0,0,-1,-1,-1
2,3,8,3,8,0.000207668,8,2,"4,8,24,4,24",1,0,-1,-1,-1
2,3,7,3,9,0.000206711,9,2,"4,8,16,4,32",0,0,-1,-1,-1
2,3,7,4,10,0.000203409,10,2,"4,8,16,6,48",1,1,1,1,1
