0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
3,6,8,3,1,0.00416745,0,2,"8,64,24,4,2",0,0,-1,-1,-1
2,5,8,3,1,0.000987658,1,2,"4,32,24,4,2",0,0,-1,-1,-1
2,4,8,3,2,0.000563739,2,2,"4,16,24,4,3",0,0,-1,-1,-1
2,3,8,3,3,0.000392162,3,2,"4,8,24,4,4",0,0,-1,-1,-1
2,2,8,3,4,0.000294506,4,2,"4,4,24,4,6",0,0,-1,-1,-1
2,2,7,3,5,0.000234693,5,2,"4,4,16,4,8",1,1,0,-1,-1
2,3,8,3,6,0.00022601,6,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,8,3,7,0.000219501,7,2,"4,8,24,4,16",0,0,-1,-1,-1
2,3,8,3,8,0.000210186,8,2,"4,8,24,4,24",0,0,-1,-1,-1
2,3,7,3,9,0.000206079,9,2,"4,8,16,4,32",1,0,-1,-1,-1
2,3,7,4,10,0.00020299,10,2,"4,8,16,6,48",1,1,1,1,1
