0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
4,3,9,8,1,0.0311203,0,2,"16,8,32,24,2",0,0,-1,-1,-1
3,3,7,8,1,0.00123721,1,2,"8,8,16,24,2",0,0,-1,-1,-1
3,2,7,8,2,0.000824297,2,2,"8,4,16,24,3",0,0,-1,-1,-1
2,1,7,8,2,0.000659994,3,2,"4,2,16,24,3",0,1,-1,-1,-1
2,1,7,8,3,0.000589928,4,2,"4,2,16,24,4",1,1,0,-1,-1
2,2,7,7,4,0.000558216,5,2,"4,4,16,16,6",0,0,-1,-1,-1
2,2,7,6,5,0.000329057,6,2,"4,4,16,12,8",0,0,-1,-1,-1
3,2,7,6,6,0.000288048,7,2,"8,4,16,12,12",0,1,-1,-1,-1
3,2,7,6,7,0.000284918,8,2,"8,4,16,12,16",0,0,-1,-1,-1
3,2,7,6,8,0.000251259,9,2,"8,4,16,12,24",1,0,-1,-1,-1
2,2,7,6,9,0.000246191,10,2,"4,4,16,12,32",1,1,1,1,1
