0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
5,4,0,16,6,0.36801,0,2,"32,16,1,384,12",0,0,-1,-1,-1
5,3,0,15,6,0.0877698,1,2,"32,8,1,256,12",0,0,-1,-1,-1
5,2,0,14,6,0.0217682,2,2,"32,4,1,192,12",0,0,-1,-1,-1
5,1,0,13,6,0.00308243,3,2,"32,2,1,128,12",0,0,-1,-1,-1
5,0,0,13,7,0.000653635,4,2,"32,1,1,128,16",0,0,-1,-1,-1
5,0,0,12,8,0.000423871,5,2,"32,1,1,96,24",0,0,-1,-1,-1
5,0,0,11,8,0.000328056,6,2,"32,1,1,64,24",0,0,-1,-1,-1
5,0,0,10,8,0.000320396,7,2,"32,1,1,48,24",0,0,-1,-1,-1
5,1,0,9,8,0.000297032,8,2,"32,2,1,32,24",0,0,-1,-1,-1
5,1,0,8,8,0.000275583,9,2,"32,2,1,24,24",1,1,1,1,1
