0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
3,6,6,11,5,0.106783,0,2,"8,64,12,64,8",0,0,-1,-1,-1
3,5,4,11,5,0.0509575,1,2,"8,32,6,64,8",0,0,-1,-1,-1
3,4,4,11,6,0.0253336,2,2,"8,16,6,64,12",0,0,-1,-1,-1
3,3,3,11,6,0.0118306,3,2,"8,8,4,64,12",0,0,-1,-1,-1
3,2,3,10,6,0.000854391,4,2,"8,4,4,48,12",0,0,-1,-1,-1
3,1,3,10,7,0.000490346,5,2,"8,2,4,48,16",1,0,-1,-1,-1
4,1,3,10,8,0.000467311,6,2,"16,2,4,48,24",1,1,-1,-1,-1
4,1,1,9,8,0.000288284,7,2,"16,2,2,32,24",0,0,-1,-1,-1
4,1,1,8,9,0.000249476,8,2,"16,2,2,24,32",0,0,-1,-1,-1
5,1,1,8,9,0.000239962,9,2,"32,2,2,24,32",1,1,1,1,1
