0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
7,2,2,0,1,0.00470175,0,2,"128,4,3,1,2",0,0,-1,-1,-1
7,2,3,1,1,0.00126248,1,2,"128,4,4,2,2",0,0,-1,-1,-1
7,2,4,1,2,0.00080281,2,2,"128,4,6,2,3",0,0,-1,-1,-1
7,1,4,1,3,0.000669231,3,2,"128,2,6,2,4",0,0,-1,-1,-1
6,1,4,1,4,0.000567207,4,2,"64,2,6,2,6",0,0,-1,-1,-1
6,1,5,1,5,0.000461705,5,2,"64,2,8,2,8",0,0,-1,-1,-1
5,1,5,1,5,0.000406521,6,2,"32,2,8,2,8",1,0,-1,-1,-1
5,2,5,1,6,0.000363848,7,2,"32,4,8,2,12",0,0,-1,-1,-1
4,2,6,1,6,0.000302466,8,2,"16,4,12,2,12",1,0,-1,-1,-1
4,2,7,1,7,0.000274115,9,2,"16,4,16,2,16",0,0,-1,-1,-1
3,3,7,1,7,0.000220386,10,2,"8,8,16,2,16",0,1,-1,-1,-1
2,3,7,1,7,0.000218239,11,2,"4,8,16,2,16",1,1,1,1,1
