0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
4,5,7,8,3,0.101426,0,2,"16,32,16,24,4",0,0,-1,-1,-1
4,4,7,7,3,0.00579012,1,2,"16,16,16,16,4",0,0,-1,-1,-1
3,3,7,7,3,0.000811198,2,2,"8,8,16,16,4",0,0,-1,-1,-1
3,2,7,6,3,0.000465989,3,2,"8,4,16,12,4",0,0,-1,-1,-1
3,2,7,5,4,0.0003513,4,2,"8,4,16,8,6",0,0,-1,-1,-1
3,2,7,4,5,0.000249478,5,2,"8,4,16,6,8",1,0,-1,-1,-1
2,2,7,3,5,0.000237908,6,2,"4,4,16,4,8",1,1,0,-1,-1
2,3,8,3,6,0.000225162,7,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,8,3,7,0.000218394,8,2,"4,8,24,4,16",0,0,-1,-1,-1
2,3,8,3,8,0.000208689,9,2,"4,8,24,4,24",0,0,-1,-1,-1
2,3,8,3,9,0.000205374,10,2,"4,8,24,4,32",1,1,0,-1,-1
2,3,7,4,10,0.000205343,11,2,"4,8,16,6,48",1,1,1,1,1
