0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
2,4,11,6,1,0.00185486,0,2,"4,16,64,12,2",0,0,-1,-1,-1
2,3,9,6,1,0.000910718,1,2,"4,8,32,12,2",0,0,-1,-1,-1
2,2,9,6,2,0.000598038,2,2,"4,4,32,12,3",0,0,-1,-1,-1
2,1,9,6,3,0.000454684,3,2,"4,2,32,12,4",1,0,-1,-1,-1
2,2,9,6,4,0.00042704,4,2,"4,4,32,12,6",0,0,-1,-1,-1
1,2,9,6,5,0.000370874,5,2,"2,4,32,12,8",0,0,-1,-1,-1
1,2,9,6,6,0.000336707,6,2,"2,4,32,12,12",1,0,-1,-1,-1
2,2,9,6,7,0.000319438,7,2,"4,4,32,12,16",1,0,-1,-1,-1
2,3,9,5,7,0.000312967,8,2,"4,8,32,8,16",0,0,-1,-1,-1
2,3,9,4,8,0.000243791,9,2,"4,8,32,6,24",0,0,-1,-1,-1
2,3,9,3,9,0.000216139,10,2,"4,8,32,4,32",0,0,-1,-1,-1
2,3,8,3,9,0.000206053,11,2,"4,8,24,4,32",1,1,0,-1,-1
2,3,7,4,10,0.000202849,12,2,"4,8,16,6,48",1,1,1,1,1
