1,2,7,1,10,0.000359229,0,2,"2,4,16,2,48"
1,2,7,1,9,0.000360208,0,2,"2,4,16,2,32"
1,2,7,1,11,0.000380174,0,2,"2,4,16,2,64"
1,2,8,1,10,0.000405317,0,2,"2,4,24,2,48"
1,2,7,0,10,0.000496265,0,2,"2,4,16,1,48"
1,2,7,2,10,0.000394002,0,2,"2,4,16,3,48"
2,2,7,1,10,0.00026656,0,2,"4,4,16,2,48"
1,1,7,1,10,0.000617235,0,2,"2,2,16,2,48"
1,3,7,1,10,0.000251179,0,2,"2,8,16,2,48"
1,2,8,1,9,0.000411559,0,2,"2,4,24,2,32"
1,2,8,1,11,0.000421336,0,2,"2,4,24,2,64"
1,2,7,0,9,0.000469061,0,2,"2,4,16,1,32"
1,2,7,0,11,0.00048775,0,2,"2,4,16,1,64"
1,2,7,2,9,0.000380593,0,2,"2,4,16,3,32"
1,2,7,2,11,0.000384915,0,2,"2,4,16,3,64"
1,2,8,0,10,0.00057962,0,2,"2,4,24,1,48"
2,2,7,1,9,0.000260238,0,2,"4,4,16,2,32"
2,2,7,1,11,0.000283644,0,2,"4,4,16,2,64"
2,2,6,1,10,0.000362632,0,2,"4,4,12,2,48"
2,2,8,1,10,0.000309525,0,2,"4,4,24,2,48"
2,2,7,0,10,0.000420961,0,2,"4,4,16,1,48"
2,2,7,2,10,0.000308967,0,2,"4,4,16,3,48"
1,1,7,1,9,0.000619689,0,2,"2,2,16,2,32"
1,1,7,1,11,0.000638413,0,2,"2,2,16,2,64"
1,3,7,1,9,0.000242418,0,2,"2,8,16,2,32"
1,3,7,1,11,0.0002628,0,2,"2,8,16,2,64"
1,1,8,1,10,0.000637387,0,2,"2,2,24,2,48"
1,3,8,1,10,0.00030011,0,2,"2,8,24,2,48"
1,1,7,0,10,0.000760568,0,2,"2,2,16,1,48"
1,1,7,2,10,0.000612747,0,2,"2,2,16,3,48"
1,3,7,0,10,0.000390366,0,2,"2,8,16,1,48"
1,3,7,2,10,0.000246618,0,2,"2,8,16,3,48"
2,1,7,1,10,0.000392421,0,2,"4,2,16,2,48"
2,3,7,1,10,0.000221446,0,2,"4,8,16,2,48"
2,3,7,1,10,0.000221446,1,2,"4,8,16,2,48"
