0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
2,4,10,7,3,0.00470089,0,2,"4,16,48,16,4",0,0,-1,-1,-1
2,3,8,7,3,0.000822872,1,2,"4,8,24,16,4",0,0,-1,-1,-1
2,3,7,6,3,0.000558376,2,2,"4,8,16,12,4",0,0,-1,-1,-1
2,2,7,6,4,0.00039322,3,2,"4,4,16,12,6",0,0,-1,-1,-1
2,2,7,5,5,0.000314702,4,2,"4,4,16,8,8",0,0,-1,-1,-1
3,2,7,4,5,0.000251655,5,2,"8,4,16,6,8",1,0,-1,-1,-1
2,2,7,3,5,0.000234742,6,2,"4,4,16,4,8",1,1,0,-1,-1
2,3,8,3,6,0.000226495,7,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,8,3,7,0.000217989,8,2,"4,8,24,4,16",0,0,-1,-1,-1
2,3,8,3,8,0.000209441,9,2,"4,8,24,4,24",1,0,-1,-1,-1
2,3,7,3,9,0.000206599,10,2,"4,8,16,4,32",0,0,-1,-1,-1
2,3,7,4,10,0.000203758,11,2,"4,8,16,6,48",1,1,1,1,1
