0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
0,9,9,8,4,0.374803,0,2,"1,512,32,24,6",0,0,-1,-1,-1
0,8,9,8,3,0.18041,1,2,"1,256,32,24,4",0,0,-1,-1,-1
0,7,9,8,2,0.0870628,2,2,"1,128,32,24,3",0,0,-1,-1,-1
0,6,9,8,1,0.0399068,3,2,"1,64,32,24,2",0,0,-1,-1,-1
0,5,9,8,0,0.0198539,4,2,"1,32,32,24,1",0,0,-1,-1,-1
1,4,9,8,0,0.00495043,5,2,"2,16,32,24,1",0,0,-1,-1,-1
1,3,9,8,1,0.00127493,6,2,"2,8,32,24,2",0,0,-1,-1,-1
1,3,7,8,2,0.000954083,7,2,"2,8,16,24,3",0,0,-1,-1,-1
1,2,7,7,2,0.000676718,8,2,"2,4,16,16,3",0,0,-1,-1,-1
1,2,7,6,3,0.000465556,9,2,"2,4,16,12,4",0,0,-1,-1,-1
1,2,7,5,4,0.00036474,10,2,"2,4,16,8,6",0,0,-1,-1,-1
1,2,7,4,5,0.000297469,11,2,"2,4,16,6,8",0,0,-1,-1,-1
2,2,7,3,5,0.000235774,12,2,"4,4,16,4,8",1,1,0,-1,-1
2,3,8,3,6,0.000225363,13,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,8,3,7,0.0002183,14,2,"4,8,24,4,16",0,0,-1,-1,-1
2,3,8,3,8,0.000209007,15,2,"4,8,24,4,24",0,0,-1,-1,-1
2,3,8,3,9,0.000204079,16,2,"4,8,24,4,32",1,1,0,-1,-1
2,3,7,4,10,0.000202866,17,2,"4,8,16,6,48",1,1,1,1,1
