0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
1,8,9,8,2,0.179069,0,2,"2,256,32,24,3",0,0,-1,-1,-1
0,7,9,8,2,0.0872072,1,2,"1,128,32,24,3",0,0,-1,-1,-1
0,6,9,8,1,0.0399169,2,2,"1,64,32,24,2",0,0,-1,-1,-1
0,5,9,8,0,0.0197514,3,2,"1,32,32,24,1",0,0,-1,-1,-1
1,4,9,8,0,0.00492025,4,2,"2,16,32,24,1",0,0,-1,-1,-1
1,3,9,8,1,0.00127014,5,2,"2,8,32,24,2",0,0,-1,-1,-1
1,3,7,8,2,0.000948998,6,2,"2,8,16,24,3",0,0,-1,-1,-1
1,2,7,7,2,0.000677009,7,2,"2,4,16,16,3",0,0,-1,-1,-1
1,2,7,6,3,0.000463638,8,2,"2,4,16,12,4",0,0,-1,-1,-1
1,2,7,5,4,0.000367047,9,2,"2,4,16,8,6",0,0,-1,-1,-1
1,2,7,4,5,0.000295235,10,2,"2,4,16,6,8",0,0,-1,-1,-1
2,2,7,3,5,0.000236005,11,2,"4,4,16,4,8",1,1,0,-1,-1
2,3,8,3,6,0.000225694,12,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,8,3,7,0.000216733,13,2,"4,8,24,4,16",0,0,-1,-1,-1
2,3,8,3,8,0.000208476,14,2,"4,8,24,4,24",0,0,-1,-1,-1
2,3,8,3,9,0.000204785,15,2,"4,8,24,4,32",1,1,0,-1,-1
2,3,7,4,10,0.000203202,16,2,"4,8,16,6,48",1,1,1,1,1
