index,exe_time,tile_sizes,mark,age
0,0.050134,"16,32,24,16,12",2,0
1,0.0479776,"16,32,24,16,8",2,0
2,10000000000.0,"16,32,24,16,16",2,0
3,0.0293778,"16,32,16,16,12",2,0
4,10000000000.0,"16,32,48,16,12",2,0
5,0.0209924,"8,32,24,16,12",2,0
6,0.0217325,"16,16,24,16,12",2,0
7,0.0337996,"16,32,16,16,8",2,0
8,0.029332,"16,32,16,16,16",2,0
9,0.0968442,"16,32,48,16,8",2,0
10,10000000000.0,"16,32,48,16,16",2,0
11,0.0129249,"16,32,16,12,12",2,0
12,0.0469944,"16,32,16,24,12",2,0
13,0.0267485,"8,32,24,16,8",2,0
14,0.02116,"8,32,24,16,16",2,0
15,0.0165816,"8,32,16,16,12",2,0
16,0.048106,"8,32,48,16,12",2,0
17,0.026429,"16,16,24,16,8",2,0
18,0.0218275,"16,16,24,16,16",2,0
19,0.00290492,"16,16,16,16,12",2,0
20,0.0426359,"16,16,48,16,12",2,0
21,0.00274154,"8,16,24,16,12",2,0
22,0.0471109,"8,64,24,16,12",2,0
23,0.00274154,"8,16,24,16,12",2,1
24,0.002749,"8,16,24,16,8",2,1
25,0.0026964,"8,16,24,16,16",2,1
26,0.00218047,"8,16,16,16,12",2,1
27,0.0218874,"8,16,48,16,12",2,1
28,0.00230152,"4,16,24,16,12",2,1
29,0.0217962,"16,16,24,16,12",2,1
30,0.000949951,"8,8,24,16,12",2,1
31,0.021137,"8,32,24,16,12",2,1
32,0.00385943,"8,16,16,16,8",2,1
33,0.00255379,"8,16,16,16,16",2,1
34,0.0219802,"8,16,48,16,8",2,1
35,10000000000.0,"8,16,48,16,16",2,1
36,0.000942666,"8,16,16,12,12",2,1
37,0.00802904,"8,16,16,24,12",2,1
38,0.00288883,"4,16,24,16,8",2,1
39,0.00278886,"4,16,24,16,16",2,1
40,0.0264308,"16,16,24,16,8",2,1
41,0.0218199,"16,16,24,16,16",2,1
42,0.00223331,"4,16,16,16,12",2,1
43,0.00297947,"4,16,48,16,12",2,1
44,0.00338156,"16,16,16,16,12",2,1
45,0.0426379,"16,16,48,16,12",2,1
46,0.00100231,"8,8,24,16,8",2,1
47,0.0011516,"8,8,24,16,16",2,1
48,0.0267309,"8,32,24,16,8",2,1
49,0.0211556,"8,32,24,16,16",2,1
50,0.000658223,"8,8,16,16,12",2,1
51,0.00194453,"8,8,48,16,12",2,1
52,0.0166836,"8,32,16,16,12",2,1
53,0.0480955,"8,32,48,16,12",2,1
54,0.000604362,"4,8,24,16,12",2,1
55,0.00188644,"16,8,24,16,12",2,1
56,0.0157205,"4,32,24,16,12",2,1
57,0.000604362,"4,8,24,16,12",2,2
58,0.000661642,"4,8,24,16,8",2,2
59,0.000941361,"4,8,24,16,16",2,2
60,0.000519322,"4,8,16,16,12",2,2
61,0.00101696,"4,8,48,16,12",2,2
62,0.000567861,"2,8,24,16,12",2,2
63,0.000949866,"8,8,24,16,12",2,2
64,0.000560918,"4,4,24,16,12",2,2
65,0.00230536,"4,16,24,16,12",2,2
66,0.000558129,"4,8,16,16,8",2,2
67,0.000498996,"4,8,16,16,16",2,2
68,0.00106211,"4,8,48,16,8",2,2
69,10000000000.0,"4,8,48,16,16",2,2
70,0.000388235,"4,8,16,12,12",2,2
71,0.000817856,"4,8,16,24,12",2,2
72,0.000577029,"2,8,24,16,8",2,2
73,0.000791659,"2,8,24,16,16",2,2
74,0.00100251,"8,8,24,16,8",2,2
75,0.00115211,"8,8,24,16,16",2,2
76,0.000538215,"2,8,16,16,12",2,2
77,0.000716774,"2,8,48,16,12",2,2
