0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
4,4,4,9,0,0.0384263,0,2,"16,16,6,32,1",0,0,-1,-1,-1
4,3,4,9,1,0.00278728,1,2,"16,8,6,32,2",0,0,-1,-1,-1
4,3,3,8,1,0.00117236,2,2,"16,8,4,24,2",0,0,-1,-1,-1
4,2,3,8,2,0.000686708,3,2,"16,4,4,24,3",0,0,-1,-1,-1
4,1,3,8,3,0.000468133,4,2,"16,2,4,24,4",0,0,-1,-1,-1
4,0,1,8,3,0.000373271,5,2,"16,1,2,24,4",0,0,-1,-1,-1
5,0,1,7,3,0.000348436,6,2,"32,1,2,16,4",1,0,-1,-1,-1
5,1,1,7,4,0.000326699,7,2,"32,2,2,16,6",0,0,-1,-1,-1
5,0,1,7,5,0.000275923,8,2,"32,1,2,16,8",1,0,-1,-1,-1
5,1,1,7,6,0.000274619,9,2,"32,2,2,16,12",0,0,-1,-1,-1
4,1,1,7,6,0.000241857,10,2,"16,2,2,16,12",1,1,1,1,1
