0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
0,5,9,8,0,0.0222097,0,2,"1,32,32,24,1",0,0,-1,-1,-1
1,4,9,8,0,0.00492688,1,2,"2,16,32,24,1",0,0,-1,-1,-1
1,3,9,8,1,0.0012772,2,2,"2,8,32,24,2",0,0,-1,-1,-1
1,3,7,8,2,0.000954576,3,2,"2,8,16,24,3",0,0,-1,-1,-1
1,2,7,7,2,0.000675767,4,2,"2,4,16,16,3",0,0,-1,-1,-1
1,2,7,6,3,0.000464951,5,2,"2,4,16,12,4",0,0,-1,-1,-1
1,2,7,5,4,0.000364596,6,2,"2,4,16,8,6",0,0,-1,-1,-1
1,2,7,4,5,0.000297998,7,2,"2,4,16,6,8",0,0,-1,-1,-1
2,2,7,3,5,0.00023585,8,2,"4,4,16,4,8",1,1,0,-1,-1
2,3,8,3,6,0.000223862,9,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,8,3,7,0.000220368,10,2,"4,8,24,4,16",0,0,-1,-1,-1
3,3,7,3,7,0.000212592,11,2,"8,8,16,4,16",0,0,-1,-1,-1
3,2,7,3,7,0.000210049,12,2,"8,4,16,4,16",0,1,-1,-1,-1
3,2,7,3,8,0.000209211,13,2,"8,4,16,4,24",1,1,0,-1,-1
2,3,7,3,9,0.000207032,14,2,"4,8,16,4,32",0,0,-1,-1,-1
2,3,7,4,10,0.000205442,15,2,"4,8,16,6,48",1,1,1,1,1
