0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
1,8,11,6,2,0.109679,0,2,"2,256,64,12,3",0,0,-1,-1,-1
0,7,11,6,2,0.045443,1,2,"1,128,64,12,3",0,0,-1,-1,-1
0,6,9,6,2,0.00920094,2,2,"1,64,32,12,3",0,0,-1,-1,-1
0,5,9,5,2,0.00178664,3,2,"1,32,32,8,3",0,0,-1,-1,-1
0,4,9,4,2,0.000635326,4,2,"1,16,32,6,3",0,0,-1,-1,-1
0,4,9,3,3,0.000459268,5,2,"1,16,32,4,4",0,0,-1,-1,-1
0,3,9,3,4,0.000345562,6,2,"1,8,32,4,6",0,0,-1,-1,-1
1,3,9,3,5,0.00028562,7,2,"2,8,32,4,8",0,0,-1,-1,-1
2,3,9,3,6,0.000253853,8,2,"4,8,32,4,12",0,0,-1,-1,-1
2,3,8,3,7,0.000218036,9,2,"4,8,24,4,16",0,0,-1,-1,-1
3,3,7,3,7,0.000212955,10,2,"8,8,16,4,16",0,0,-1,-1,-1
3,2,7,3,7,0.00021111,11,2,"8,4,16,4,16",0,1,-1,-1,-1
3,2,7,3,8,0.000206573,12,2,"8,4,16,4,24",1,1,1,1,1
