0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
4,4,10,7,1,0.0492597,0,2,"16,16,48,16,2",0,0,-1,-1,-1
4,3,8,7,1,0.00207117,1,2,"16,8,24,16,2",0,0,-1,-1,-1
3,3,7,7,1,0.00118531,2,2,"8,8,16,16,2",0,0,-1,-1,-1
3,3,7,6,2,0.00067625,3,2,"8,8,16,12,3",0,0,-1,-1,-1
3,2,7,6,3,0.000465275,4,2,"8,4,16,12,4",0,0,-1,-1,-1
3,2,7,5,4,0.000353113,5,2,"8,4,16,8,6",0,0,-1,-1,-1
3,2,7,4,5,0.000251058,6,2,"8,4,16,6,8",1,0,-1,-1,-1
2,2,7,3,5,0.000237448,7,2,"4,4,16,4,8",1,1,0,-1,-1
2,3,8,3,6,0.000226021,8,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,7,3,7,0.000219168,9,2,"4,8,16,4,16",0,0,-1,-1,-1
2,3,8,3,8,0.000209406,10,2,"4,8,24,4,24",0,0,-1,-1,-1
2,3,8,3,9,0.000205392,11,2,"4,8,24,4,32",1,1,0,-1,-1
2,3,7,4,10,0.000203095,12,2,"4,8,16,6,48",1,1,1,1,1
