0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
4,2,4,13,0,0.0295518,0,2,"16,4,6,128,1",0,0,-1,-1,-1
4,1,2,13,0,0.0035548,1,2,"16,2,3,128,1",0,0,-1,-1,-1
4,0,1,13,0,0.00163859,2,2,"16,1,2,128,1",0,0,-1,-1,-1
4,0,1,12,1,0.00105572,3,2,"16,1,2,96,2",0,0,-1,-1,-1
4,0,1,11,2,0.000660598,4,2,"16,1,2,64,3",0,0,-1,-1,-1
4,0,1,10,3,0.000480018,5,2,"16,1,2,48,4",0,0,-1,-1,-1
5,0,1,10,4,0.000406413,6,2,"32,1,2,48,6",0,0,-1,-1,-1
5,0,0,9,4,0.000322944,7,2,"32,1,1,32,6",0,0,-1,-1,-1
5,0,0,8,5,0.000307947,8,2,"32,1,1,24,8",1,1,0,-1,-1
5,1,0,7,6,0.000306044,9,2,"32,2,1,16,12",1,1,1,1,1
