0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
5,4,0,17,1,10000000000.0,0,2,"32,16,1,768,2",0,0,-1,-1,-1
5,3,0,16,1,0.185309,1,2,"32,8,1,384,2",0,0,-1,-1,-1
5,2,0,15,1,0.0357542,2,2,"32,4,1,256,2",0,0,-1,-1,-1
5,1,0,14,1,0.00766727,3,2,"32,2,1,192,2",0,0,-1,-1,-1
5,0,0,13,1,0.000954706,4,2,"32,1,1,128,2",0,0,-1,-1,-1
5,0,0,12,2,0.000751229,5,2,"32,1,1,96,3",0,0,-1,-1,-1
5,0,0,11,3,0.000551546,6,2,"32,1,1,64,4",0,0,-1,-1,-1
5,0,0,10,4,0.000401541,7,2,"32,1,1,48,6",0,0,-1,-1,-1
5,0,0,9,5,0.000307855,8,2,"32,1,1,32,8",0,0,-1,-1,-1
5,0,0,9,6,0.000294454,9,2,"32,1,1,32,12",1,1,1,1,1
