0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
4,3,7,5,3,0.00078573,0,2,"16,8,16,8,4",0,0,-1,-1,-1
3,2,7,5,3,0.000444286,1,2,"8,4,16,8,4",0,0,-1,-1,-1
3,2,7,4,4,0.000301953,2,2,"8,4,16,6,6",0,0,-1,-1,-1
3,2,7,4,5,0.000250585,3,2,"8,4,16,6,8",1,0,-1,-1,-1
2,2,7,3,5,0.000235861,4,2,"4,4,16,4,8",1,1,0,-1,-1
2,3,8,3,6,0.000226026,5,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,8,3,7,0.000219534,6,2,"4,8,24,4,16",0,0,-1,-1,-1
2,3,8,3,8,0.000209229,7,2,"4,8,24,4,24",1,0,-1,-1,-1
2,3,7,3,9,0.000206937,8,2,"4,8,16,4,32",0,0,-1,-1,-1
2,3,7,4,10,0.000203927,9,2,"4,8,16,6,48",1,1,1,1,1
