0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
1,6,15,2,2,0.0104009,0,2,"2,64,256,3,3",0,0,-1,-1,-1
0,6,13,2,2,0.000968505,1,2,"1,64,128,3,3",0,0,-1,-1,-1
0,5,13,1,2,0.00062662,2,2,"1,32,128,2,3",0,0,-1,-1,-1
0,4,13,1,3,0.00043228,3,2,"1,16,128,2,4",0,0,-1,-1,-1
0,4,12,1,4,0.000331815,4,2,"1,16,96,2,6",0,0,-1,-1,-1
0,4,12,1,5,0.000294105,5,2,"1,16,96,2,8",0,0,-1,-1,-1
1,3,12,1,5,0.000293249,6,2,"2,8,96,2,8",0,0,-1,-1,-1
1,3,11,1,6,0.000249049,7,2,"2,8,64,2,12",0,0,-1,-1,-1
1,3,11,1,7,0.000239859,8,2,"2,8,64,2,16",1,0,-1,-1,-1
2,3,10,1,7,0.000237868,9,2,"4,8,48,2,16",0,0,-1,-1,-1
2,3,9,1,8,0.00022198,10,2,"4,8,32,2,24",0,0,-1,-1,-1
2,3,9,2,9,0.00021316,11,2,"4,8,32,3,32",0,1,-1,-1,-1
2,3,9,1,9,0.000212318,12,2,"4,8,32,2,32",1,1,1,1,1
