0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
1,6,10,5,0,0.0325235,0,2,"2,64,48,8,1",0,0,-1,-1,-1
1,5,10,5,1,0.00181939,1,2,"2,32,48,8,2",0,0,-1,-1,-1
1,4,10,5,2,0.000838904,2,2,"2,16,48,8,3",0,0,-1,-1,-1
1,3,10,5,3,0.000503769,3,2,"2,8,48,8,4",0,0,-1,-1,-1
1,2,10,5,4,0.000398761,4,2,"2,4,48,8,6",0,0,-1,-1,-1
1,2,9,4,4,0.000371848,5,2,"2,4,32,6,6",0,0,-1,-1,-1
1,2,9,3,5,0.000296572,6,2,"2,4,32,4,8",0,0,-1,-1,-1
2,2,9,3,6,0.000260123,7,2,"4,4,32,4,12",0,0,-1,-1,-1
2,3,8,3,6,0.000225357,8,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,8,3,7,0.000219452,9,2,"4,8,24,4,16",0,0,-1,-1,-1
2,3,8,3,8,0.000209452,10,2,"4,8,24,4,24",0,0,-1,-1,-1
2,3,8,3,9,0.000205042,11,2,"4,8,24,4,32",1,1,0,-1,-1
2,3,7,4,10,0.000203247,12,2,"4,8,16,6,48",1,1,1,1,1
