0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
4,4,11,0,3,0.00126394,0,2,"16,16,64,1,4",0,0,-1,-1,-1
3,4,11,0,4,0.000538562,1,2,"8,16,64,1,6",0,0,-1,-1,-1
2,4,10,0,4,0.000346425,2,2,"4,16,48,1,6",0,0,-1,-1,-1
2,3,10,1,4,0.000302743,3,2,"4,8,48,2,6",0,0,-1,-1,-1
2,3,9,1,5,0.000270795,4,2,"4,8,32,2,8",0,0,-1,-1,-1
2,3,9,1,6,0.000235466,5,2,"4,8,32,2,12",0,0,-1,-1,-1
2,3,9,1,7,0.00022239,6,2,"4,8,32,2,16",0,1,-1,-1,-1
2,3,9,1,8,0.000220076,7,2,"4,8,32,2,24",0,0,-1,-1,-1
2,3,9,2,9,0.000213452,8,2,"4,8,32,3,32",0,1,-1,-1,-1
2,3,9,1,9,0.00021259,9,2,"4,8,32,2,32",1,1,1,1,1
