0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
2,5,10,5,2,0.002512,0,2,"4,32,48,8,3",0,0,-1,-1,-1
2,4,9,5,2,0.000764813,1,2,"4,16,32,8,3",0,0,-1,-1,-1
2,3,9,4,2,0.000538122,2,2,"4,8,32,6,3",0,0,-1,-1,-1
2,3,9,3,3,0.000408826,3,2,"4,8,32,4,4",0,0,-1,-1,-1
2,2,9,3,4,0.000307495,4,2,"4,4,32,4,6",0,0,-1,-1,-1
2,3,9,3,5,0.000286156,5,2,"4,8,32,4,8",0,0,-1,-1,-1
2,3,8,3,6,0.000225188,6,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,7,3,7,0.000219847,7,2,"4,8,16,4,16",0,0,-1,-1,-1
2,3,8,3,8,0.000208892,8,2,"4,8,24,4,24",0,0,-1,-1,-1
2,3,7,3,9,0.000205917,9,2,"4,8,16,4,32",0,0,-1,-1,-1
2,3,7,4,10,0.000203781,10,2,"4,8,16,6,48",1,1,1,1,1
