0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
1,7,15,0,4,0.0108649,0,2,"2,128,256,1,6",0,0,-1,-1,-1
0,6,15,0,4,0.000789422,1,2,"1,64,256,1,6",0,0,-1,-1,-1
0,5,15,0,5,0.00044923,2,2,"1,32,256,1,8",0,0,-1,-1,-1
0,5,14,0,6,0.000345479,3,2,"1,32,192,1,12",0,0,-1,-1,-1
0,4,13,0,6,0.000306386,4,2,"1,16,128,1,12",0,0,-1,-1,-1
0,4,13,1,7,0.000292383,5,2,"1,16,128,2,16",0,0,-1,-1,-1
0,4,12,1,8,0.00025986,6,2,"1,16,96,2,24",0,0,-1,-1,-1
1,4,11,1,8,0.00024939,7,2,"2,16,64,2,24",0,0,-1,-1,-1
1,4,10,1,9,0.000219833,8,2,"2,16,48,2,32",1,0,-1,-1,-1
1,4,9,2,9,0.000213472,9,2,"2,16,32,3,32",1,1,1,1,1
