1,8,7,8,5,0.191109,0
1,8,7,8,4,0.183861,0
1,8,7,8,6,0.114013,0
1,8,9,8,5,0.193537,0
1,8,7,7,5,0.112724,0
1,7,7,8,5,0.0957373,0
1,8,9,8,4,0.190888,0
1,8,9,8,6,1e+10,0
1,8,7,7,4,0.107741,0
1,8,7,7,6,0.0758988,0
0,8,9,8,5,0.191166,0
1,7,7,8,4,0.0940886,0
1,7,7,8,6,0.0599536,0
1,7,9,8,5,0.0968289,0
1,7,7,7,5,0.0568334,0
1,7,7,7,5,0.0568334,1
1,7,7,7,4,0.0555939,1
1,7,7,7,6,0.0379746,1
1,7,8,7,5,0.0604225,1
1,7,7,6,5,0.0480491,1
1,7,7,8,5,0.094289,1
2,7,7,7,5,0.0573521,1
1,6,7,7,5,0.0267925,1
1,8,7,7,5,0.111114,1
1,7,8,7,4,0.0594998,1
1,7,8,7,6,0.0394578,1
1,7,7,6,4,0.0468893,1
1,7,7,6,6,0.0481045,1
1,7,7,8,4,0.092743,1
1,7,7,8,6,0.0591272,1
2,7,7,7,4,0.0566516,1
2,7,7,7,6,0.0402126,1
2,7,6,7,5,0.0606592,1
2,7,8,7,5,0.0610688,1
2,7,7,6,5,0.0478643,1
2,7,7,8,5,0.095002,1
1,6,7,7,4,0.0257908,1
1,6,7,7,6,0.0277348,1
1,8,7,7,4,0.106192,1
1,8,7,7,6,0.0747976,1
1,6,8,7,5,0.0287903,1
1,8,8,7,5,0.120902,1
1,6,7,6,5,0.022124,1
1,6,7,8,5,0.0479294,1
1,8,7,6,5,0.0930595,1
2,6,7,7,5,0.0347623,1
1,6,7,6,5,0.022124,2
1,6,7,6,4,0.022286,2
1,6,7,6,6,0.0189754,2
1,6,7,5,5,0.0149597,2
1,6,7,7,5,0.0268202,2
2,6,7,6,5,0.0252408,2
1,5,7,6,5,0.00642244,2
1,7,7,6,5,0.047964,2
1,6,7,5,4,0.0150006,2
1,6,7,5,6,0.0119782,2
1,6,7,7,4,0.0258319,2
1,6,7,7,6,0.0277504,2
2,6,7,6,4,0.0230815,2
2,6,7,6,6,0.021812,2
2,6,7,5,5,0.0161767,2
2,6,7,7,5,0.0350617,2
1,5,7,6,4,0.00479735,2
1,5,7,6,6,0.00636053,2
1,7,7,6,4,0.0468514,2
1,7,7,6,6,0.04807,2
1,5,7,5,5,0.00137623,2
1,5,7,7,5,0.0114785,2
1,7,7,5,5,0.0280207,2
2,5,7,6,5,0.00523174,2
2,7,7,6,5,0.0478426,2
1,5,7,5,5,0.00137623,3
1,5,7,5,4,0.00129608,3
1,5,7,5,6,0.0037019,3
1,5,8,5,5,0.00366399,3
1,5,7,4,5,0.000651645,3
1,5,7,6,5,0.00644011,3
2,5,7,5,5,0.00198506,3
1,4,7,5,5,0.000478576,3
1,6,7,5,5,0.0149397,3
1,5,8,5,4,0.00151152,3
1,5,8,5,6,0.00368631,3
1,5,7,4,4,0.000718445,3
1,5,7,4,6,0.000700673,3
1,5,7,6,4,0.00479316,3
1,5,7,6,6,0.00639175,3
2,5,7,5,4,0.00159667,3
2,5,7,5,6,0.00344866,3
2,5,6,5,5,0.00368132,3
2,5,8,5,5,0.00353001,3
2,5,7,4,5,0.000628186,3
2,5,7,6,5,0.00520891,3
1,4,7,5,4,0.000522822,3
1,4,7,5,6,0.000445905,3
1,6,7,5,4,0.015072,3
1,6,7,5,6,0.012095,3
1,4,8,5,5,0.000498285,3
1,6,8,5,5,0.0148978,3
1,4,7,4,5,0.000440643,3
1,4,7,6,5,0.000907481,3
1,6,7,4,5,0.00634021,3
2,4,7,5,5,0.000469779,3
2,6,7,5,5,0.0162641,3
1,4,7,4,5,0.000440643,4
1,4,7,4,4,0.000491756,4
1,4,7,4,6,0.000419565,4
1,4,7,3,5,0.000330232,4
1,4,7,5,5,0.000479667,4
2,4,7,4,5,0.000414862,4
1,3,7,4,5,0.000301672,4
1,5,7,4,5,0.000659987,4
1,4,7,3,4,0.000380348,4
1,4,7,3,6,0.000299268,4
1,4,7,5,4,0.000524624,4
1,4,7,5,6,0.000448662,4
2,4,7,4,4,0.000463761,4
2,4,7,4,6,0.000376068,4
2,4,7,3,5,0.000331072,4
2,4,7,5,5,0.000474405,4
1,3,7,4,4,0.000352475,4
1,3,7,4,6,0.000291206,4
1,5,7,4,4,0.000728384,4
1,5,7,4,6,0.000711057,4
1,3,7,3,5,0.000266337,4
1,3,7,5,5,0.000355928,4
1,5,7,3,5,0.00071814,4
2,3,7,4,5,0.000296908,4
2,5,7,4,5,0.000634205,4
1,3,7,3,5,0.000266337,5
1,3,7,3,4,0.000315394,5
1,3,7,3,6,0.00023502,5
1,3,8,3,5,0.000309012,5
1,3,7,2,5,0.000261578,5
1,3,7,4,5,0.000302994,5
2,3,7,3,5,0.000273282,5
1,2,7,3,5,0.000283863,5
1,4,7,3,5,0.000333439,5
1,3,8,3,4,0.000317169,5
1,3,8,3,6,0.000264153,5
1,3,7,2,4,0.000314143,5
1,3,7,2,6,0.000246168,5
1,3,7,4,4,0.000355111,5
1,3,7,4,6,0.000289789,5
2,3,7,3,4,0.00031773,5
2,3,7,3,6,0.000238801,5
2,3,6,3,5,0.000324037,5
2,3,8,3,5,0.000303024,5
2,3,7,2,5,0.000280989,5
2,3,7,4,5,0.000298651,5
1,2,7,3,4,0.000299407,5
1,2,7,3,6,0.000312345,5
1,4,7,3,4,0.000383682,5
1,4,7,3,6,0.000301966,5
1,2,8,3,5,0.000346772,5
1,4,8,3,5,0.000337384,5
1,2,7,2,5,0.000376846,5
1,2,7,4,5,0.000297026,5
1,4,7,2,5,0.000321236,5
2,2,7,3,5,0.000235853,5
2,4,7,3,5,0.000334606,5
1,3,7,3,6,0.00023502,6
1,3,7,3,7,0.00023139,6
1,3,8,3,6,0.000262271,6
1,3,7,2,6,0.000245292,6
1,3,7,4,6,0.00028995,6
2,3,7,3,6,0.000237428,6
1,2,7,3,6,0.000313505,6
1,4,7,3,6,0.000303913,6
1,3,8,3,5,0.000309694,6
1,3,8,3,7,0.000269743,6
1,3,7,2,5,0.000265228,6
1,3,7,2,7,0.00024534,6
1,3,7,4,5,0.000307587,6
1,3,7,4,7,0.00029879,6
2,3,7,3,5,0.000272207,6
2,3,7,3,7,0.000218039,6
2,3,6,3,6,0.000288887,6
2,3,8,3,6,0.000224596,6
2,3,7,2,6,0.000284736,6
2,3,7,4,6,0.000253271,6
1,2,7,3,5,0.000280803,6
1,2,7,3,7,0.000307684,6
1,4,7,3,5,0.000333383,6
1,4,7,3,7,0.000264539,6
1,2,8,3,6,0.000343987,6
1,4,8,3,6,0.00029059,6
1,2,7,2,6,0.000384165,6
1,2,7,4,6,0.000315156,6
1,4,7,2,6,0.000275813,6
