0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
4,5,6,11,0,0.145887,0,2,"16,32,12,64,1",0,0,-1,-1,-1
3,4,6,11,0,0.0605068,1,2,"8,16,12,64,1",0,0,-1,-1,-1
3,3,4,11,0,0.0140665,2,2,"8,8,6,64,1",0,0,-1,-1,-1
3,2,4,11,1,0.00382794,3,2,"8,4,6,64,2",0,0,-1,-1,-1
3,2,3,10,1,0.00121329,4,2,"8,4,4,48,2",0,0,-1,-1,-1
3,1,3,10,2,0.000886953,5,2,"8,2,4,48,3",0,0,-1,-1,-1
4,1,1,10,2,0.000689687,6,2,"16,2,2,48,3",0,0,-1,-1,-1
4,0,1,10,3,0.000480915,7,2,"16,1,2,48,4",0,0,-1,-1,-1
5,0,1,10,4,0.000405392,8,2,"32,1,2,48,6",0,0,-1,-1,-1
5,0,0,9,4,0.000323137,9,2,"32,1,1,32,6",0,0,-1,-1,-1
5,0,0,9,5,0.000309947,10,2,"32,1,1,32,8",0,0,-1,-1,-1
5,0,0,9,6,0.000294861,11,2,"32,1,1,32,12",1,1,1,1,1
