0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
5,3,1,16,0,0.176835,0,2,"32,8,2,384,1",0,0,-1,-1,-1
5,3,0,15,0,0.0888858,1,2,"32,8,1,256,1",0,0,-1,-1,-1
5,2,0,14,0,0.020199,2,2,"32,4,1,192,1",0,0,-1,-1,-1
5,1,0,13,0,0.00334779,3,2,"32,2,1,128,1",0,0,-1,-1,-1
5,0,0,13,1,0.000954997,4,2,"32,1,1,128,2",0,0,-1,-1,-1
5,0,0,12,2,0.000752629,5,2,"32,1,1,96,3",0,0,-1,-1,-1
5,0,0,11,3,0.000551714,6,2,"32,1,1,64,4",0,0,-1,-1,-1
5,0,0,10,4,0.000399963,7,2,"32,1,1,48,6",0,0,-1,-1,-1
5,0,0,9,5,0.000308541,8,2,"32,1,1,32,8",0,0,-1,-1,-1
5,0,0,9,6,0.000292512,9,2,"32,1,1,32,12",1,1,1,1,1
