0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
4,3,1,16,1,0.185337,0,2,"16,8,2,384,2",0,0,-1,-1,-1
4,2,1,16,1,0.0941592,1,2,"16,4,2,384,2",0,0,-1,-1,-1
4,1,1,16,2,0.0308089,2,2,"16,2,2,384,3",0,0,-1,-1,-1
5,0,1,16,2,0.0134995,3,2,"32,1,2,384,3",0,0,-1,-1,-1
5,0,0,15,2,0.00422914,4,2,"32,1,1,256,3",0,0,-1,-1,-1
5,0,0,14,3,0.000917863,5,2,"32,1,1,192,4",0,0,-1,-1,-1
5,0,0,13,4,0.000721669,6,2,"32,1,1,128,6",0,0,-1,-1,-1
5,0,0,12,5,0.000494197,7,2,"32,1,1,96,8",0,0,-1,-1,-1
5,0,0,11,6,0.000346895,8,2,"32,1,1,64,12",0,0,-1,-1,-1
5,0,0,10,7,0.000322003,9,2,"32,1,1,48,16",0,0,-1,-1,-1
5,0,0,9,6,0.000292902,10,2,"32,1,1,32,12",1,1,1,1,1
