index,exe_time,tile_sizes,mark,age
0,0.0347913,"16,16,2,96,8",2,0
1,0.0393056,"16,16,2,96,6",2,0
2,0.0306596,"16,16,2,96,12",2,0
3,0.0261801,"16,16,2,64,8",2,0
4,0.0353284,"16,16,2,128,8",2,0
5,0.0327296,"32,16,2,96,8",2,0
6,0.0200411,"16,8,2,96,8",2,0
7,0.0607427,"16,32,2,96,8",2,0
8,0.0489445,"16,16,2,64,6",2,0
9,0.0287054,"16,16,2,64,12",2,0
10,0.0380982,"16,16,2,128,6",2,0
11,0.0417971,"16,16,2,128,12",2,0
12,0.0432234,"32,16,2,96,6",2,0
13,0.0323479,"32,16,2,96,12",2,0
14,0.0307033,"32,16,1,96,8",2,0
15,0.0331266,"32,16,2,64,8",2,0
16,0.0412696,"32,16,2,128,8",2,0
17,0.0201207,"16,8,2,96,6",2,0
18,0.0204486,"16,8,2,96,12",2,0
19,0.060949,"16,32,2,96,6",2,0
20,0.0591717,"16,32,2,96,12",2,0
21,0.0136627,"16,8,2,64,8",2,0
22,0.0278029,"16,8,2,128,8",2,0
23,0.0447445,"16,32,2,64,8",2,0
24,0.0686963,"16,32,2,128,8",2,0
25,0.0208773,"32,8,2,96,8",2,0
26,0.0136627,"16,8,2,64,8",2,1
27,0.0129381,"16,8,2,64,6",2,1
28,0.0113672,"16,8,2,64,12",2,1
29,0.0143492,"16,8,3,64,8",2,1
30,0.00504702,"16,8,2,48,8",2,1
31,0.019986,"16,8,2,96,8",2,1
32,0.0161242,"32,8,2,64,8",2,1
33,0.0027941,"16,4,2,64,8",2,1
34,0.0261795,"16,16,2,64,8",2,1
35,0.0155444,"16,8,3,64,6",2,1
36,0.0141967,"16,8,3,64,12",2,1
37,0.00991396,"16,8,2,48,6",2,1
38,0.00915329,"16,8,2,48,12",2,1
39,0.0201134,"16,8,2,96,6",2,1
40,0.0204655,"16,8,2,96,12",2,1
41,0.0144024,"32,8,2,64,6",2,1
42,0.0122077,"32,8,2,64,12",2,1
43,0.0122552,"32,8,1,64,8",2,1
44,0.0161985,"32,8,3,64,8",2,1
45,0.00519335,"32,8,2,48,8",2,1
46,0.0205016,"32,8,2,96,8",2,1
47,0.00307921,"16,4,2,64,6",2,1
48,0.00333617,"16,4,2,64,12",2,1
49,0.0490466,"16,16,2,64,6",2,1
50,0.0287056,"16,16,2,64,12",2,1
51,0.00297387,"16,4,3,64,8",2,1
52,0.0423563,"16,16,3,64,8",2,1
53,0.000831852,"16,4,2,48,8",2,1
54,0.0105309,"16,4,2,96,8",2,1
55,0.01786,"16,16,2,48,8",2,1
56,0.00308345,"32,4,2,64,8",2,1
57,0.0330684,"32,16,2,64,8",2,1
58,0.000831852,"16,4,2,48,8",2,2
59,0.000839858,"16,4,2,48,6",2,2
60,0.000797325,"16,4,2,48,12",2,2
