0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
3,6,10,7,2,0.138118,0,2,"8,64,48,16,3",0,0,-1,-1,-1
3,5,10,7,1,0.0325098,1,2,"8,32,48,16,2",0,0,-1,-1,-1
3,4,8,7,1,0.00368396,2,2,"8,16,24,16,2",0,0,-1,-1,-1
2,3,8,7,1,0.00102044,3,2,"4,8,24,16,2",0,0,-1,-1,-1
2,2,8,7,2,0.000761985,4,2,"4,4,24,16,3",0,0,-1,-1,-1
2,2,7,6,2,0.000543174,5,2,"4,4,16,12,3",0,0,-1,-1,-1
2,2,7,5,3,0.00040655,6,2,"4,4,16,8,4",0,0,-1,-1,-1
2,2,7,4,4,0.000314409,7,2,"4,4,16,6,6",0,0,-1,-1,-1
2,2,7,3,5,0.000236967,8,2,"4,4,16,4,8",1,1,0,-1,-1
2,3,8,3,6,0.000224608,9,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,7,3,7,0.000218989,10,2,"4,8,16,4,16",0,0,-1,-1,-1
3,2,7,3,7,0.000210263,11,2,"8,4,16,4,16",0,1,-1,-1,-1
3,2,7,3,8,0.000207079,12,2,"8,4,16,4,24",1,1,1,0,-1
2,3,8,3,9,0.000206956,13,2,"4,8,24,4,32",0,1,-1,-1,-1
2,3,7,3,9,0.000206314,14,2,"4,8,16,4,32",1,0,-1,-1,-1
2,3,7,4,10,0.000204418,15,2,"4,8,16,6,48",1,0,-1,-1,-1
3,2,7,4,10,0.000202811,16,2,"8,4,16,6,48",1,1,1,1,1
