0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
3,5,4,13,1,0.129704,0,2,"8,32,6,128,2",0,0,-1,-1,-1
3,4,4,13,0,0.063078,1,2,"8,16,6,128,1",0,0,-1,-1,-1
3,3,4,13,0,0.0330434,2,2,"8,8,6,128,1",0,0,-1,-1,-1
3,2,4,13,0,0.0163395,3,2,"8,4,6,128,1",0,0,-1,-1,-1
3,1,4,13,0,0.00540924,4,2,"8,2,6,128,1",0,0,-1,-1,-1
4,1,2,13,0,0.00353444,5,2,"16,2,3,128,1",0,0,-1,-1,-1
4,0,1,13,0,0.00163885,6,2,"16,1,2,128,1",0,0,-1,-1,-1
4,0,1,12,1,0.00105708,7,2,"16,1,2,96,2",0,0,-1,-1,-1
4,0,1,11,2,0.000661127,8,2,"16,1,2,64,3",0,0,-1,-1,-1
4,0,1,10,3,0.000480157,9,2,"16,1,2,48,4",0,0,-1,-1,-1
5,0,1,10,4,0.000406344,10,2,"32,1,2,48,6",0,0,-1,-1,-1
5,0,0,9,4,0.000324997,11,2,"32,1,1,32,6",0,0,-1,-1,-1
5,0,0,9,5,0.000308618,12,2,"32,1,1,32,8",0,1,-1,-1,-1
5,0,0,9,6,0.000294575,13,2,"32,1,1,32,12",1,1,1,1,1
