0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
3,4,5,12,0,0.0652786,0,2,"8,16,8,96,1",0,0,-1,-1,-1
3,3,3,12,0,0.0218419,1,2,"8,8,4,96,1",0,0,-1,-1,-1
3,2,3,11,0,0.00441012,2,2,"8,4,4,64,1",0,0,-1,-1,-1
3,2,3,10,1,0.00121563,3,2,"8,4,4,48,2",0,0,-1,-1,-1
3,1,3,10,2,0.000886801,4,2,"8,2,4,48,3",0,0,-1,-1,-1
4,1,1,10,2,0.000693324,5,2,"16,2,2,48,3",0,0,-1,-1,-1
4,0,1,10,3,0.000482116,6,2,"16,1,2,48,4",0,0,-1,-1,-1
5,0,1,10,4,0.00040645,7,2,"32,1,2,48,6",0,0,-1,-1,-1
5,0,0,9,4,0.000325329,8,2,"32,1,1,32,6",0,0,-1,-1,-1
5,0,0,9,5,0.000308532,9,2,"32,1,1,32,8",0,1,-1,-1,-1
5,0,0,9,6,0.000292985,10,2,"32,1,1,32,12",1,1,1,1,1
