0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
2,7,5,12,0,0.469832,0,2,"4,128,8,96,1",0,0,-1,-1,-1
2,6,5,12,1,0.138648,1,2,"4,64,8,96,2",0,0,-1,-1,-1
2,5,5,12,2,0.074847,2,2,"4,32,8,96,3",0,0,-1,-1,-1
2,4,5,12,3,0.0327794,3,2,"4,16,8,96,4",0,0,-1,-1,-1
2,3,5,12,3,0.0203705,4,2,"4,8,8,96,4",0,0,-1,-1,-1
2,2,5,12,3,0.0101295,5,2,"4,4,8,96,4",0,0,-1,-1,-1
3,1,5,12,3,0.00296928,6,2,"8,2,8,96,4",1,1,-1,-1,-1
3,1,3,11,3,0.00140707,7,2,"8,2,4,64,4",0,0,-1,-1,-1
3,1,3,10,4,0.000611959,8,2,"8,2,4,48,6",0,1,-1,-1,-1
4,1,1,10,4,0.000518341,9,2,"16,2,2,48,6",0,0,-1,-1,-1
4,0,1,10,5,0.000372222,10,2,"16,1,2,48,8",0,0,-1,-1,-1
5,0,1,10,6,0.000309298,11,2,"32,1,2,48,12",1,0,-1,-1,-1
5,0,0,9,6,0.00029509,12,2,"32,1,1,32,12",1,1,1,1,1
