0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
3,6,3,14,3,0.267257,0,2,"8,64,4,192,4",0,0,-1,-1,-1
3,5,3,14,3,0.134596,1,2,"8,32,4,192,4",0,0,-1,-1,-1
3,4,3,14,4,0.0686717,2,2,"8,16,4,192,6",0,0,-1,-1,-1
3,3,3,14,5,0.0359013,3,2,"8,8,4,192,8",0,0,-1,-1,-1
4,2,3,14,5,0.0227415,4,2,"16,4,4,192,8",0,0,-1,-1,-1
4,1,1,14,5,0.00798833,5,2,"16,2,2,192,8",0,0,-1,-1,-1
5,0,1,14,5,0.000940502,6,2,"32,1,2,192,8",0,0,-1,-1,-1
5,0,0,13,5,0.000735431,7,2,"32,1,1,128,8",0,0,-1,-1,-1
6,0,0,12,5,0.000492835,8,2,"64,1,1,96,8",0,0,-1,-1,-1
6,0,0,11,6,0.000383913,9,2,"64,1,1,64,12",0,0,-1,-1,-1
6,0,0,10,7,0.000337838,10,2,"64,1,1,48,16",0,0,-1,-1,-1
5,0,0,9,7,0.000309327,11,2,"32,1,1,32,16",0,0,-1,-1,-1
5,0,0,8,8,0.000292775,12,2,"32,1,1,24,24",0,1,-1,-1,-1
5,1,0,8,8,0.000282384,13,2,"32,2,1,24,24",1,1,1,1,1
