index,exe_time,tile_sizes,mark,age
0,0.0439595,"8,8,4,192,3",2,0
1,0.0365,"8,8,4,192,2",2,0
2,0.0362065,"8,8,4,192,4",2,0
3,0.040939,"16,8,4,192,3",2,0
4,0.0231697,"8,4,4,192,3",2,0
5,0.0736285,"8,16,4,192,3",2,0
6,0.0389363,"16,8,4,192,2",2,0
7,0.0376679,"16,8,4,192,4",2,0
8,0.041245,"16,8,2,192,3",2,0
9,0.0236653,"8,4,4,192,2",2,0
10,0.0225153,"8,4,4,192,4",2,0
11,0.0692778,"8,16,4,192,2",2,0
12,0.0690464,"8,16,4,192,4",2,0
13,0.0264775,"16,4,4,192,3",2,0
14,0.0761813,"16,16,4,192,3",2,0
15,0.0225153,"8,4,4,192,4",2,1
16,0.0232044,"8,4,4,192,3",2,1
17,0.0245987,"8,4,4,192,6",2,1
18,0.0255573,"16,4,4,192,4",2,1
19,0.0120633,"8,2,4,192,4",2,1
20,0.0361231,"8,8,4,192,4",2,1
21,0.0264777,"16,4,4,192,3",2,1
22,0.0234105,"16,4,4,192,6",2,1
23,0.0250863,"16,4,2,192,4",2,1
24,0.0119098,"8,2,4,192,3",2,1
25,0.0116839,"8,2,4,192,6",2,1
26,0.0386625,"8,8,4,192,6",2,1
27,0.00991742,"16,2,4,192,4",2,1
28,0.0377378,"16,8,4,192,4",2,1
29,0.00991742,"16,2,4,192,4",2,2
30,0.00956333,"16,2,4,192,3",2,2
31,0.0132381,"16,2,4,192,6",2,2
32,0.00718985,"16,2,2,192,4",2,2
33,0.0120366,"8,2,4,192,4",2,2
34,0.0191041,"32,2,4,192,4",2,2
35,0.00302404,"16,1,4,192,4",2,2
36,0.0256362,"16,4,4,192,4",2,2
37,0.00692863,"16,2,2,192,3",2,2
38,0.00869385,"16,2,2,192,6",2,2
39,0.00377353,"16,2,2,128,4",2,2
40,0.0119216,"8,2,4,192,3",2,2
41,0.011649,"8,2,4,192,6",2,2
42,0.0139251,"32,2,4,192,3",2,2
43,0.0136343,"32,2,4,192,6",2,2
44,0.0166857,"32,2,2,192,4",2,2
