0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
2,6,5,8,0,0.0347198,0,2,"4,64,8,24,1",0,0,-1,-1,-1
2,5,5,7,0,0.00787186,1,2,"4,32,8,16,1",0,0,-1,-1,-1
2,4,5,6,0,0.00144354,2,2,"4,16,8,12,1",0,0,-1,-1,-1
2,3,5,6,1,0.000823514,3,2,"4,8,8,12,2",0,0,-1,-1,-1
2,2,5,6,2,0.000521088,4,2,"4,4,8,12,3",0,0,-1,-1,-1
2,2,5,5,3,0.000381309,5,2,"4,4,8,8,4",0,0,-1,-1,-1
2,2,5,4,4,0.000308731,6,2,"4,4,8,6,6",0,0,-1,-1,-1
2,2,5,4,5,0.000269616,7,2,"4,4,8,6,8",0,0,-1,-1,-1
2,2,5,4,6,0.000239242,8,2,"4,4,8,6,12",1,0,-1,-1,-1
3,2,5,3,6,0.00021378,9,2,"8,4,8,4,12",1,1,1,1,1
