0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
1,8,8,7,0,0.120198,0,2,"2,256,24,16,1",0,0,-1,-1,-1
1,7,7,7,0,0.0411091,1,2,"2,128,16,16,1",0,0,-1,-1,-1
1,6,7,6,0,0.0198027,2,2,"2,64,16,12,1",0,0,-1,-1,-1
1,5,7,5,0,0.00242717,3,2,"2,32,16,8,1",0,0,-1,-1,-1
1,4,7,5,1,0.000879218,4,2,"2,16,16,8,2",0,0,-1,-1,-1
1,3,7,5,2,0.000528536,5,2,"2,8,16,8,3",0,0,-1,-1,-1
1,2,7,5,3,0.000416026,6,2,"2,4,16,8,4",0,0,-1,-1,-1
2,2,7,5,4,0.000324145,7,2,"4,4,16,8,6",0,0,-1,-1,-1
3,2,7,4,4,0.000302399,8,2,"8,4,16,6,6",0,0,-1,-1,-1
3,2,7,4,5,0.000253418,9,2,"8,4,16,6,8",1,0,-1,-1,-1
2,2,7,3,5,0.00023483,10,2,"4,4,16,4,8",1,1,0,-1,-1
2,3,8,3,6,0.000224781,11,2,"4,8,24,4,12",0,0,-1,-1,-1
2,3,7,3,7,0.000220338,12,2,"4,8,16,4,16",0,0,-1,-1,-1
2,3,8,3,8,0.000210338,13,2,"4,8,24,4,24",0,0,-1,-1,-1
2,3,8,3,9,0.000205766,14,2,"4,8,24,4,32",1,1,0,-1,-1
2,3,7,4,10,0.000205278,15,2,"4,8,16,6,48",1,1,1,1,1
