index,exe_time,tile_sizes,mark,age
0,0.00078573,"16,8,16,8,4",2,0
1,0.000835205,"16,8,16,8,3",2,0
2,0.000645279,"16,8,16,8,6",2,0
3,0.000689822,"16,8,12,8,4",2,0
4,0.000911867,"16,8,24,8,4",2,0
5,0.000590738,"16,8,16,6,4",2,0
6,0.000836601,"16,8,16,12,4",2,0
7,0.000542562,"8,8,16,8,4",2,0
8,0.00115773,"32,8,16,8,4",2,0
9,0.000586736,"16,4,16,8,4",2,0
10,0.00103438,"16,16,16,8,4",2,0
11,0.000744224,"16,8,12,8,3",2,0
12,0.000586501,"16,8,12,8,6",2,0
13,0.00120234,"16,8,24,8,3",2,0
14,0.000794592,"16,8,24,8,6",2,0
15,0.000691395,"16,8,16,6,3",2,0
16,0.000535341,"16,8,16,6,6",2,0
17,0.000924455,"16,8,16,12,3",2,0
18,0.000755684,"16,8,16,12,6",2,0
19,0.000621409,"8,8,16,8,3",2,0
20,0.000448578,"8,8,16,8,6",2,0
21,0.00132196,"32,8,16,8,3",2,0
22,0.0010765,"32,8,16,8,6",2,0
23,0.000529383,"8,8,12,8,4",2,0
24,0.000654887,"8,8,24,8,4",2,0
25,0.00104648,"32,8,12,8,4",2,0
26,0.00438639,"32,8,24,8,4",2,0
27,0.000482495,"8,8,16,6,4",2,0
28,0.000589309,"8,8,16,12,4",2,0
29,0.000918159,"32,8,16,6,4",2,0
30,0.00205635,"32,8,16,12,4",2,0
31,0.00068896,"16,4,16,8,3",2,0
32,0.000477414,"16,4,16,8,6",2,0
33,0.00121166,"16,16,16,8,3",2,0
34,0.000948989,"16,16,16,8,6",2,0
35,0.000518697,"16,4,12,8,4",2,0
36,0.000712856,"16,4,24,8,4",2,0
37,0.00113414,"16,16,12,8,4",2,0
38,0.00266412,"16,16,24,8,4",2,0
39,0.000467313,"16,4,16,6,4",2,0
40,0.000615652,"16,4,16,12,4",2,0
41,0.000861046,"16,16,16,6,4",2,0
42,0.00161235,"16,16,16,12,4",2,0
43,0.000444286,"8,4,16,8,4",2,0
44,0.000873041,"32,4,16,8,4",2,0
45,0.000696047,"8,16,16,8,4",2,0
46,0.00688889,"32,16,16,8,4",2,0
47,0.000444286,"8,4,16,8,4",2,1
48,0.000545948,"8,4,16,8,3",2,1
49,0.000349708,"8,4,16,8,6",2,1
50,0.000406114,"8,4,12,8,4",2,1
51,0.000499853,"8,4,24,8,4",2,1
52,0.000397074,"8,4,16,6,4",2,1
53,0.000466932,"8,4,16,12,4",2,1
54,0.000408742,"4,4,16,8,4",2,1
55,0.000586372,"16,4,16,8,4",2,1
56,0.000483975,"8,2,16,8,4",2,1
57,0.000544027,"8,8,16,8,4",2,1
58,0.000505872,"8,4,12,8,3",2,1
59,0.000315477,"8,4,12,8,6",2,1
