0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
0,9,14,3,5,0.111087,0,2,"1,512,192,4,8",0,0,-1,-1,-1
0,8,12,3,5,0.0406311,1,2,"1,256,96,4,8",0,0,-1,-1,-1
0,7,11,3,5,0.0168748,2,2,"1,128,64,4,8",0,0,-1,-1,-1
0,6,11,2,5,0.00172137,3,2,"1,64,64,3,8",0,0,-1,-1,-1
0,5,11,1,5,0.000343644,4,2,"1,32,64,2,8",0,0,-1,-1,-1
0,5,11,0,6,0.000288701,5,2,"1,32,64,1,12",0,0,-1,-1,-1
0,5,12,0,6,0.000282215,6,2,"1,32,96,1,12",1,1,0,-1,-1
0,4,12,1,7,0.000261257,7,2,"1,16,96,2,16",0,0,-1,-1,-1
1,4,11,1,7,0.00023932,8,2,"2,16,64,2,16",1,1,0,-1,-1
2,3,10,1,7,0.000237217,9,2,"4,8,48,2,16",0,0,-1,-1,-1
2,3,9,1,8,0.000221424,10,2,"4,8,32,2,24",0,0,-1,-1,-1
2,3,9,1,9,0.000212098,11,2,"4,8,32,2,32",1,1,1,1,1
