0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
1,8,9,6,5,0.0981962,0,2,"2,256,32,12,8",0,0,-1,-1,-1
1,7,9,5,5,0.0318356,1,2,"2,128,32,8,8",0,0,-1,-1,-1
1,6,9,4,5,0.00628107,2,2,"2,64,32,6,8",0,0,-1,-1,-1
1,5,9,3,5,0.000651713,3,2,"2,32,32,4,8",0,0,-1,-1,-1
1,4,9,3,6,0.000283682,4,2,"2,16,32,4,12",0,0,-1,-1,-1
1,4,9,2,7,0.000234815,5,2,"2,16,32,3,16",0,0,-1,-1,-1
1,4,9,1,7,0.000229563,6,2,"2,16,32,2,16",0,0,-1,-1,-1
2,3,9,1,7,0.000223809,7,2,"4,8,32,2,16",0,1,-1,-1,-1
2,3,9,1,8,0.000220372,8,2,"4,8,32,2,24",0,0,-1,-1,-1
2,3,9,1,9,0.000211909,9,2,"4,8,32,2,32",1,1,1,1,1
