0,1,2,3,4,5,6,7,8,1h_min,2h_min,3h_min,4h_min,5h_min
0,9,13,4,0,0.115109,0,2,"1,512,128,6,1",0,0,-1,-1,-1
0,8,11,4,0,0.0410927,1,2,"1,256,64,6,1",0,0,-1,-1,-1
0,7,11,3,0,0.0138517,2,2,"1,128,64,4,1",0,0,-1,-1,-1
0,6,11,2,0,0.00168858,3,2,"1,64,64,3,1",0,0,-1,-1,-1
0,5,11,2,1,0.000803602,4,2,"1,32,64,3,2",0,0,-1,-1,-1
0,5,11,1,2,0.000588045,5,2,"1,32,64,2,3",0,0,-1,-1,-1
0,4,11,1,3,0.000391362,6,2,"1,16,64,2,4",0,0,-1,-1,-1
0,3,11,1,4,0.00031649,7,2,"1,8,64,2,6",0,0,-1,-1,-1
1,3,11,1,5,0.000294037,8,2,"2,8,64,2,8",0,0,-1,-1,-1
1,3,11,1,6,0.00024586,9,2,"2,8,64,2,12",0,0,-1,-1,-1
1,3,11,1,7,0.000238649,10,2,"2,8,64,2,16",1,0,-1,-1,-1
2,3,10,1,7,0.000238623,11,2,"4,8,48,2,16",0,0,-1,-1,-1
2,3,9,1,8,0.000221345,12,2,"4,8,32,2,24",0,0,-1,-1,-1
2,3,9,2,9,0.000212241,13,2,"4,8,32,3,32",1,1,1,1,1
